participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.Location,player.Information,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
67,xsqb0mtu,,1,63,63,terminate,Results,2021-01-11 11:11:50.799143+00:00,1,,,10.00,67,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
68,4qf6mnme,,1,63,63,terminate,Results,2021-01-11 11:11:50.829187+00:00,1,,,0.00,68,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
69,xzeotq5n,,1,63,63,terminate,Results,2021-01-11 11:11:50.859614+00:00,1,,,0.00,69,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
70,e4o9ded0,,1,63,63,terminate,Results,2021-01-11 11:11:50.889983+00:00,1,,,10.00,70,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
71,ahhh3a9o,,1,63,63,terminate,Results,2021-01-11 11:11:50.919429+00:00,1,,,10.00,71,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
72,yukykt5n,,1,63,63,terminate,Results,2021-01-11 11:11:51.023545+00:00,1,,,10.00,72,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
73,140bc1na,,1,63,63,terminate,Results,2021-01-11 11:11:51.056696+00:00,1,,,0.00,73,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
74,ft8s9e0t,,1,63,63,terminate,Results,2021-01-11 11:11:51.088184+00:00,1,,,10.00,74,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
75,u9q108nl,,1,63,63,terminate,Results,2021-01-11 11:11:51.117243+00:00,1,,,10.00,75,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
76,gw6gboqy,,1,63,63,terminate,Results,2021-01-11 11:11:51.145266+00:00,1,,,0.00,76,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
77,fiohpoyd,,1,63,63,terminate,Results,2021-01-11 11:11:51.177188+00:00,1,,,0.00,77,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
78,4xf8pi1e,,1,63,63,terminate,Results,2021-01-11 11:11:51.207285+00:00,1,,,0.00,78,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
79,x7y76bhw,,1,63,63,terminate,Results,2021-01-11 11:11:51.235616+00:00,1,,,10.00,79,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
80,ncggrsfu,,1,63,63,terminate,Results,2021-01-11 11:11:51.262222+00:00,1,,,0.00,80,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
81,2ylz15hm,,1,63,63,terminate,Results,2021-01-11 11:11:51.294081+00:00,1,,,0.00,81,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
82,qohf7871,,1,63,63,terminate,Results,2021-01-11 11:11:51.321948+00:00,1,,,10.00,82,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
83,kv39zq8y,,1,63,63,terminate,Results,2021-01-11 11:11:51.351020+00:00,1,,,0.00,83,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
84,1f3z9f8i,,1,63,63,terminate,Results,2021-01-11 11:11:51.381699+00:00,1,,,0.00,84,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
85,73gf33se,,1,63,63,terminate,Results,2021-01-11 11:11:51.410834+00:00,1,,,10.00,85,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
86,3gy3uyfd,,1,63,63,terminate,Results,2021-01-11 11:11:51.440158+00:00,1,,,10.00,86,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
87,p0vwm5ha,,1,63,63,terminate,Results,2021-01-11 11:11:51.468960+00:00,1,,,0.00,87,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
88,7vwpo5lb,,1,63,63,terminate,Results,2021-01-11 11:11:51.499309+00:00,1,,,10.00,88,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
89,a6fzzgjt,,1,63,63,terminate,Results,2021-01-11 11:11:51.526950+00:00,1,,,0.00,89,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
90,sl4xownc,,1,63,63,terminate,Results,2021-01-11 11:11:51.559174+00:00,1,,,10.00,90,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
91,4xyjcesj,,1,63,63,terminate,Results,2021-01-11 11:11:51.589748+00:00,1,,,10.00,91,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
92,fev7wv8v,,1,63,63,terminate,Results,2021-01-11 11:11:51.616590+00:00,1,,,10.00,92,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
93,w7mcpufs,,1,63,63,terminate,Results,2021-01-11 11:11:51.643635+00:00,1,,,0.00,93,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
94,1t7eeees,,1,63,63,terminate,Results,2021-01-11 11:11:51.674974+00:00,1,,,10.00,94,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
95,6vpr15io,,1,63,63,terminate,Results,2021-01-11 11:11:51.705067+00:00,1,,,0.00,95,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
96,tqvu8kvg,,1,63,63,terminate,Results,2021-01-11 11:11:51.734212+00:00,1,,,0.00,96,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
97,jw9dipqt,,1,63,63,terminate,Results,2021-01-11 11:11:51.762008+00:00,1,,,10.00,97,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
98,8d9d28l0,,1,63,63,terminate,Results,2021-01-11 11:11:51.792793+00:00,1,,,10.00,98,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
99,4p7h610x,,1,63,63,terminate,Results,2021-01-11 11:11:51.821554+00:00,1,,,10.00,99,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
100,xhq6qdf4,,1,63,63,terminate,Results,2021-01-11 11:11:51.849345+00:00,1,,,10.00,100,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
101,ifssq63k,,1,63,63,terminate,Results,2021-01-11 11:11:51.875250+00:00,1,,,10.00,101,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
102,h1m9wo2o,,1,63,63,terminate,Results,2021-01-11 11:11:51.902828+00:00,1,,,0.00,102,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
103,jq9cdbbe,,1,63,63,terminate,Results,2021-01-11 11:11:51.930789+00:00,1,,,0.00,103,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
104,jh7e24xu,,1,63,63,terminate,Results,2021-01-11 11:11:51.958696+00:00,1,,,0.00,104,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
105,zqrkzfkt,,1,63,63,terminate,Results,2021-01-11 11:11:51.986912+00:00,1,,,0.00,105,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
106,jzrufmjz,,1,63,63,terminate,Results,2021-01-11 11:11:52.011348+00:00,1,,,10.00,106,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
107,c0d0iipk,,1,63,63,terminate,Results,2021-01-11 11:11:52.040735+00:00,1,,,10.00,107,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
108,8lb1ddo5,,1,63,63,terminate,Results,2021-01-11 11:11:52.069147+00:00,1,,,10.00,108,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
109,wdb3gibc,,1,63,63,terminate,Results,2021-01-11 11:11:52.095448+00:00,1,,,0.00,109,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
110,nvb2lhdl,,1,63,63,terminate,Results,2021-01-11 11:11:52.122977+00:00,1,,,0.00,110,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
111,majk2yor,,1,63,63,terminate,Results,2021-01-11 11:11:52.152473+00:00,1,,,10.00,111,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
112,4jhsy4rn,,1,63,63,terminate,Results,2021-01-11 11:11:52.177879+00:00,1,,,10.00,112,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
113,gmg22ahj,,1,63,63,terminate,Results,2021-01-11 11:11:52.204809+00:00,1,,,0.00,113,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
114,vg5chc0w,,1,63,63,terminate,Results,2021-01-11 11:11:52.229177+00:00,1,,,10.00,114,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
115,j30aj6gh,,1,63,63,terminate,Results,2021-01-11 11:11:52.256572+00:00,1,,,10.00,115,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
116,7kexp3ps,,1,63,63,terminate,Results,2021-01-11 11:11:52.285791+00:00,1,,,10.00,116,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
117,222jrlrg,,1,63,63,terminate,Results,2021-01-11 11:11:52.310329+00:00,1,,,0.00,117,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
118,w4mdxdru,,1,63,63,terminate,Results,2021-01-11 11:11:52.336934+00:00,1,,,0.00,118,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
119,pwcopda7,,1,63,63,terminate,Results,2021-01-11 11:11:52.362784+00:00,1,,,10.00,119,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
120,oiwi1zow,,1,63,63,terminate,Results,2021-01-11 11:11:52.391107+00:00,1,,,10.00,120,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
121,0rky1jca,,1,63,63,terminate,Results,2021-01-11 11:11:52.510630+00:00,1,,,0.00,121,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
122,5sz6ccam,,1,63,63,terminate,Results,2021-01-11 11:11:52.541036+00:00,1,,,0.00,122,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
123,sj62j7st,,1,63,63,terminate,Results,2021-01-11 11:11:52.570696+00:00,1,,,10.00,123,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
124,hms52rhd,,1,63,63,terminate,Results,2021-01-11 11:11:52.603333+00:00,1,,,0.00,124,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
125,k4lohuy6,,1,63,63,terminate,Results,2021-01-11 11:11:52.632776+00:00,1,,,10.00,125,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
126,uzm97o7y,,1,63,63,terminate,Results,2021-01-11 11:11:52.658898+00:00,1,,,10.00,126,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
127,s8rajk7d,,1,63,63,terminate,Results,2021-01-11 11:11:52.687322+00:00,1,,,10.00,127,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
128,5bcqdeck,,1,63,63,terminate,Results,2021-01-11 11:11:52.716694+00:00,1,,,10.00,128,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
129,y2nbh6br,,1,63,63,terminate,Results,2021-01-11 11:11:52.749697+00:00,1,,,0.00,129,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
130,nimt6vqh,,1,63,63,terminate,Results,2021-01-11 11:11:52.777761+00:00,1,,,10.00,130,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
131,asi3pp4y,,1,63,63,terminate,Results,2021-01-11 11:11:52.815705+00:00,1,,,0.00,131,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
132,xy43zyvg,,1,63,63,terminate,Results,2021-01-11 11:11:52.853233+00:00,1,,,10.00,132,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
133,rsz1o84b,,1,63,63,terminate,Results,2021-01-11 11:11:52.892953+00:00,1,,,10.00,133,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
134,yj07whxk,,1,63,63,terminate,Results,2021-01-11 11:11:52.925283+00:00,1,,,0.00,134,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
135,dkem7mgn,,1,63,63,terminate,Results,2021-01-11 11:11:52.957569+00:00,1,,,10.00,135,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
136,uc9h6a0c,,1,63,63,terminate,Results,2021-01-11 11:11:52.990984+00:00,1,,,0.00,136,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
137,50ncn8su,,1,63,63,terminate,Results,2021-01-11 11:11:53.020408+00:00,1,,,10.00,137,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
138,0e2qk77m,,1,63,63,terminate,Results,2021-01-11 11:11:53.050274+00:00,1,,,10.00,138,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
139,2vy8oklr,,1,63,63,terminate,Results,2021-01-11 11:11:53.076646+00:00,1,,,0.00,139,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
140,1oygx29b,,1,63,63,terminate,Results,2021-01-11 11:11:53.104110+00:00,1,,,0.00,140,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
141,l3w19lcu,,1,63,63,terminate,Results,2021-01-11 11:11:53.128859+00:00,1,,,0.00,141,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
142,e6wekypg,,1,63,63,terminate,Results,2021-01-11 11:11:53.156906+00:00,1,,,10.00,142,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
143,nam6dgqt,,1,63,63,terminate,Results,2021-01-11 11:11:53.184883+00:00,1,,,10.00,143,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
144,42p35k8k,,1,63,63,terminate,Results,2021-01-11 11:11:53.208925+00:00,1,,,0.00,144,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
145,d2i6fq8l,,1,63,63,terminate,Results,2021-01-11 11:11:53.235680+00:00,1,,,10.00,145,Ilomantsi,interval,0.00,1,1,izulz3y4,,,,,0
146,x0yu5scu,,1,63,63,terminate,Results,2021-01-11 11:11:53.260626+00:00,1,,,10.00,146,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
147,3z5tg349,,1,63,63,terminate,Results,2021-01-11 11:11:53.293378+00:00,1,,,10.00,147,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
148,b7w6id0c,,1,63,63,terminate,Results,2021-01-11 11:11:53.320820+00:00,1,,,10.00,148,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
149,qb12lk1u,,1,63,63,terminate,Results,2021-01-11 11:11:53.346155+00:00,1,,,0.00,149,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
150,mejc0n4w,,1,63,63,terminate,Results,2021-01-11 11:11:53.373150+00:00,1,,,0.00,150,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
151,86i31vh0,,1,63,63,terminate,Results,2021-01-11 11:11:53.403401+00:00,1,,,0.00,151,Weiskirchen,both,0.00,1,1,izulz3y4,,,,,0
152,q3y7jdbn,,1,63,63,terminate,Results,2021-01-11 11:11:53.427501+00:00,1,,,10.00,152,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
153,rmpypj4v,,1,63,63,terminate,Results,2021-01-11 11:11:53.454116+00:00,1,,,0.00,153,Ilomantsi,best_guess,0.00,1,1,izulz3y4,,,,,0
154,1hmcfb2t,,1,63,63,terminate,Results,2021-01-11 11:11:53.480596+00:00,1,,,10.00,154,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
155,doquv669,,1,63,63,terminate,Results,2021-01-11 11:11:53.506641+00:00,1,,,10.00,155,Weiskirchen,best_guess,0.00,1,1,izulz3y4,,,,,0
156,qyqofjbs,,1,63,63,terminate,Results,2021-01-11 11:11:53.542512+00:00,1,,,0.00,156,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
157,ixo1fucr,,1,63,63,terminate,Results,2021-01-11 11:11:53.583669+00:00,1,,,10.00,157,Weiskirchen,interval,0.00,1,1,izulz3y4,,,,,0
158,czynd1kz,,1,63,63,terminate,Results,2021-01-11 11:11:53.616740+00:00,1,,,0.00,158,Ilomantsi,both,0.00,1,1,izulz3y4,,,,,0
