participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.BaillonQ1,player.BaillonQ2,player.BaillonQ3,player.BaillonQ4,player.BaillonQ5,player.CQ2,player.review_weather,player.review_instructions,player.window_width,player.window_height,player.browser,player.baillon_equivalent,player.pivotal_lottery,player.payment_mechanism,player.random_draw,player.event_decision,player.success,player.is_relevant,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
15,pvoiad0c,,1,63,63,terminate,Results,2021-01-11 11:11:48.977742+00:00,1,,,10.00,15,,,,,,8,2,1,16,9,Chrome Test,93,25,Wette,14,E2,1,0,0.00,1,1,izulz3y4,,,,,0
16,zwilwcx6,,1,63,63,terminate,Results,2021-01-11 11:11:49.005540+00:00,1,,,0.00,16,,,,,,8,2,2,16,9,Chrome Test,57,23,Wette,93,E3,0,0,0.00,1,1,izulz3y4,,,,,0
17,skvswx5q,,1,63,63,terminate,Results,2021-01-11 11:11:49.033952+00:00,1,,,10.00,17,,,,,,8,2,1,16,9,Chrome Test,81,84,Lotterie,62,E13,1,0,0.00,1,1,izulz3y4,,,,,0
18,h8xxm0t1,,1,63,63,terminate,Results,2021-01-11 11:11:49.060270+00:00,1,,,10.00,18,,,,,,8,2,2,16,9,Chrome Test,17,76,Lotterie,5,E13,1,0,0.00,1,1,izulz3y4,,,,,0
19,gicioedr,,1,63,63,terminate,Results,2021-01-11 11:11:49.089963+00:00,1,,,0.00,19,,,,,,8,2,2,16,9,Chrome Test,68,79,Lotterie,0,E1,1,0,0.00,1,1,izulz3y4,,,,,0
20,yzuammki,,1,63,63,terminate,Results,2021-01-11 11:11:49.118514+00:00,1,,,0.00,20,,,,,,8,1,2,16,9,Chrome Test,27,3,Wette,33,E12,1,0,0.00,1,1,izulz3y4,,,,,0
21,tyrz1xxz,,1,63,63,terminate,Results,2021-01-11 11:11:49.145350+00:00,1,,,0.00,21,,,,,,8,2,4,16,9,Chrome Test,50,57,Lotterie,41,E2,1,0,0.00,1,1,izulz3y4,,,,,0
22,ks24r2lj,,1,63,63,terminate,Results,2021-01-11 11:11:49.174852+00:00,1,,,0.00,22,,,,,,8,2,2,16,9,Chrome Test,15,19,Lotterie,31,E13,0,0,0.00,1,1,izulz3y4,,,,,0
23,b4hrbvvf,,1,63,63,terminate,Results,2021-01-11 11:11:49.206863+00:00,1,,,0.00,23,,,,,,8,1,3,16,9,Chrome Test,99,57,Wette,97,E13,0,0,0.00,1,1,izulz3y4,,,,,0
24,n3elx8fj,,1,63,63,terminate,Results,2021-01-11 11:11:49.307856+00:00,1,,,10.00,24,,,,,,8,2,4,16,9,Chrome Test,13,38,Lotterie,39,E3,0,0,0.00,1,1,izulz3y4,,,,,0
25,nsjjgmmu,,1,63,63,terminate,Results,2021-01-11 11:11:49.338135+00:00,1,,,0.00,25,,,,,,8,2,4,16,9,Chrome Test,33,81,Lotterie,96,E12,0,0,0.00,1,1,izulz3y4,,,,,0
26,s899en9g,,1,63,63,terminate,Results,2021-01-11 11:11:49.379710+00:00,1,,,10.00,26,,,,,,8,2,2,16,9,Chrome Test,3,1,Wette,23,E1,0,0,0.00,1,1,izulz3y4,,,,,0
27,27841yy1,,1,63,63,terminate,Results,2021-01-11 11:11:49.409300+00:00,1,,,0.00,27,,,,,,8,2,2,16,9,Chrome Test,62,68,Lotterie,93,E23,0,0,0.00,1,1,izulz3y4,,,,,0
28,m2d7ztla,,1,63,63,terminate,Results,2021-01-11 11:11:49.440436+00:00,1,,,0.00,28,,,,,,8,1,1,16,9,Chrome Test,25,72,Lotterie,45,E12,1,0,0.00,1,1,izulz3y4,,,,,0
29,eh2a0r3c,,1,63,63,terminate,Results,2021-01-11 11:11:49.468329+00:00,1,,,0.00,29,,,,,,8,2,3,16,9,Chrome Test,98,4,Wette,83,E3,0,0,0.00,1,1,izulz3y4,,,,,0
30,il4g6njw,,1,63,63,terminate,Results,2021-01-11 11:11:49.494947+00:00,1,,,10.00,30,,,,,,8,1,4,16,9,Chrome Test,13,19,Lotterie,31,E1,0,0,0.00,1,1,izulz3y4,,,,,0
31,238w8cx8,,1,63,63,terminate,Results,2021-01-11 11:11:49.520963+00:00,1,,,10.00,31,,,,,,8,1,2,16,9,Chrome Test,27,1,Wette,95,E13,1,1,10.00,1,1,izulz3y4,,,,,0
32,hpsg8adc,,1,63,63,terminate,Results,2021-01-11 11:11:49.546706+00:00,1,,,0.00,32,,,,,,8,2,2,16,9,Chrome Test,87,92,Lotterie,90,E1,1,0,0.00,1,1,izulz3y4,,,,,0
33,s7g3k96k,,1,63,63,terminate,Results,2021-01-11 11:11:49.577094+00:00,1,,,10.00,33,,,,,,8,1,4,16,9,Chrome Test,89,83,Wette,8,E12,1,0,0.00,1,1,izulz3y4,,,,,0
34,f6q3p50o,,1,63,63,terminate,Results,2021-01-11 11:11:49.605563+00:00,1,,,10.00,34,,,,,,8,1,4,16,9,Chrome Test,45,66,Lotterie,5,E12,1,0,0.00,1,1,izulz3y4,,,,,0
35,069bb8rl,,1,63,63,terminate,Results,2021-01-11 11:11:49.636216+00:00,1,,,10.00,35,,,,,,8,1,2,16,9,Chrome Test,50,5,Wette,58,E2,1,0,0.00,1,1,izulz3y4,,,,,0
36,1thq0ael,,1,63,63,terminate,Results,2021-01-11 11:11:49.662251+00:00,1,,,10.00,36,,,,,,8,2,4,16,9,Chrome Test,25,78,Lotterie,44,E13,1,0,0.00,1,1,izulz3y4,,,,,0
37,8xe0xf96,,1,63,63,terminate,Results,2021-01-11 11:11:49.700612+00:00,1,,,0.00,37,,,,,,8,2,4,16,9,Chrome Test,91,2,Wette,76,E12,1,0,0.00,1,1,izulz3y4,,,,,0
38,5jkh3r9o,,1,63,63,terminate,Results,2021-01-11 11:11:49.730924+00:00,1,,,10.00,38,,,,,,8,2,3,16,9,Chrome Test,58,67,Lotterie,16,E3,1,1,10.00,1,1,izulz3y4,,,,,0
39,dhjdw4xb,,1,63,63,terminate,Results,2021-01-11 11:11:49.760026+00:00,1,,,10.00,39,,,,,,8,2,1,16,9,Chrome Test,28,90,Lotterie,75,E1,1,0,0.00,1,1,izulz3y4,,,,,0
40,fdpgrumz,,1,63,63,terminate,Results,2021-01-11 11:11:49.789138+00:00,1,,,10.00,40,,,,,,8,1,4,16,9,Chrome Test,37,13,Wette,32,E23,0,0,0.00,1,1,izulz3y4,,,,,0
41,5rcqr7gi,,1,63,63,terminate,Results,2021-01-11 11:11:49.819268+00:00,1,,,0.00,41,,,,,,8,2,4,16,9,Chrome Test,35,8,Wette,18,E3,0,0,0.00,1,1,izulz3y4,,,,,0
42,2g8ifgs8,,1,63,63,terminate,Results,2021-01-11 11:11:49.845890+00:00,1,,,10.00,42,,,,,,8,1,2,16,9,Chrome Test,57,25,Wette,67,E13,1,0,0.00,1,1,izulz3y4,,,,,0
43,73miakwe,,1,63,63,terminate,Results,2021-01-11 11:11:49.874513+00:00,1,,,10.00,43,,,,,,8,1,2,16,9,Chrome Test,1,67,Lotterie,67,E13,1,0,0.00,1,1,izulz3y4,,,,,0
44,vxkqkwwm,,1,63,63,terminate,Results,2021-01-11 11:11:49.903893+00:00,1,,,0.00,44,,,,,,8,1,4,16,9,Chrome Test,79,11,Wette,59,E12,1,0,0.00,1,1,izulz3y4,,,,,0
45,c17h252w,,1,63,63,terminate,Results,2021-01-11 11:11:49.930042+00:00,1,,,10.00,45,,,,,,8,2,3,16,9,Chrome Test,39,17,Wette,86,E2,0,0,0.00,1,1,izulz3y4,,,,,0
46,ttmymb13,,1,63,63,terminate,Results,2021-01-11 11:11:49.963059+00:00,1,,,0.00,46,,,,,,8,2,3,16,9,Chrome Test,24,2,Wette,34,E13,1,0,0.00,1,1,izulz3y4,,,,,0
47,5do5gzmz,,1,63,63,terminate,Results,2021-01-11 11:11:50.009646+00:00,1,,,0.00,47,,,,,,8,2,1,16,9,Chrome Test,35,65,Lotterie,37,E1,1,0,0.00,1,1,izulz3y4,,,,,0
48,785z6zxz,,1,63,63,terminate,Results,2021-01-11 11:11:50.068787+00:00,1,,,10.00,48,,,,,,8,2,2,16,9,Chrome Test,73,32,Wette,61,E1,0,0,0.00,1,1,izulz3y4,,,,,0
49,mjz8ifv4,,1,63,63,terminate,Results,2021-01-11 11:11:50.120122+00:00,1,,,0.00,49,,,,,,8,2,3,16,9,Chrome Test,65,49,Wette,83,E23,0,0,0.00,1,1,izulz3y4,,,,,0
50,y4fde6on,,1,63,63,terminate,Results,2021-01-11 11:11:50.165301+00:00,1,,,0.00,50,,,,,,8,1,2,16,9,Chrome Test,92,12,Wette,30,E12,1,0,0.00,1,1,izulz3y4,,,,,0
51,b3t9nxh4,,1,63,63,terminate,Results,2021-01-11 11:11:50.209491+00:00,1,,,0.00,51,,,,,,8,1,1,16,9,Chrome Test,17,53,Lotterie,96,E2,0,0,0.00,1,1,izulz3y4,,,,,0
52,71xcnwid,,1,63,63,terminate,Results,2021-01-11 11:11:50.257253+00:00,1,,,10.00,52,,,,,,8,2,4,16,9,Chrome Test,57,45,Wette,92,E2,0,0,0.00,1,1,izulz3y4,,,,,0
53,jmufgevg,,1,63,63,terminate,Results,2021-01-11 11:11:50.304285+00:00,1,,,0.00,53,,,,,,8,2,4,16,9,Chrome Test,22,83,Lotterie,46,E13,1,0,0.00,1,1,izulz3y4,,,,,0
54,iyzvnyz7,,1,63,63,terminate,Results,2021-01-11 11:11:50.346421+00:00,1,,,10.00,54,,,,,,8,1,4,16,9,Chrome Test,5,82,Lotterie,21,E12,1,0,0.00,1,1,izulz3y4,,,,,0
55,n996iuqm,,1,63,63,terminate,Results,2021-01-11 11:11:50.392997+00:00,1,,,0.00,55,,,,,,8,2,4,16,9,Chrome Test,60,63,Lotterie,8,E1,1,0,0.00,1,1,izulz3y4,,,,,0
56,ffjezpq0,,1,63,63,terminate,Results,2021-01-11 11:11:50.436213+00:00,1,,,10.00,56,,,,,,8,1,1,16,9,Chrome Test,31,79,Lotterie,78,E2,1,0,0.00,1,1,izulz3y4,,,,,0
57,611hdvwc,,1,63,63,terminate,Results,2021-01-11 11:11:50.471802+00:00,1,,,10.00,57,,,,,,8,2,1,16,9,Chrome Test,84,53,Wette,13,E23,0,0,0.00,1,1,izulz3y4,,,,,0
58,ngtacrau,,1,63,63,terminate,Results,2021-01-11 11:11:50.520239+00:00,1,,,10.00,58,,,,,,8,2,2,16,9,Chrome Test,52,29,Wette,40,E23,1,0,0.00,1,1,izulz3y4,,,,,0
59,6nl25hcg,,1,63,63,terminate,Results,2021-01-11 11:11:50.562049+00:00,1,,,0.00,59,,,,,,8,2,3,16,9,Chrome Test,8,66,Lotterie,47,E23,1,0,0.00,1,1,izulz3y4,,,,,0
60,32y74fi1,,1,63,63,terminate,Results,2021-01-11 11:11:50.597109+00:00,1,,,0.00,60,,,,,,8,1,1,16,9,Chrome Test,62,81,Lotterie,55,E12,1,0,0.00,1,1,izulz3y4,,,,,0
61,cbmvbzh2,,1,63,63,terminate,Results,2021-01-11 11:11:50.627468+00:00,1,,,0.00,61,,,,,,8,2,1,16,9,Chrome Test,54,49,Wette,86,E3,0,0,0.00,1,1,izulz3y4,,,,,0
62,e0iemexn,,1,63,63,terminate,Results,2021-01-11 11:11:50.657380+00:00,1,,,0.00,62,,,,,,8,2,3,16,9,Chrome Test,8,81,Lotterie,32,E12,1,0,0.00,1,1,izulz3y4,,,,,0
63,pdhtv9yv,,1,63,63,terminate,Results,2021-01-11 11:11:50.688101+00:00,1,,,0.00,63,,,,,,8,2,3,16,9,Chrome Test,46,21,Wette,1,E1,1,0,0.00,1,1,izulz3y4,,,,,0
64,wxvvxojc,,1,63,63,terminate,Results,2021-01-11 11:11:50.713823+00:00,1,,,10.00,64,,,,,,8,2,1,16,9,Chrome Test,76,66,Wette,40,E13,0,0,0.00,1,1,izulz3y4,,,,,0
65,tlu4okd3,,1,63,63,terminate,Results,2021-01-11 11:11:50.740723+00:00,1,,,0.00,65,,,,,,8,2,4,16,9,Chrome Test,5,16,Lotterie,19,E12,0,0,0.00,1,1,izulz3y4,,,,,0
66,jflfq0yc,,1,63,63,terminate,Results,2021-01-11 11:11:50.769502+00:00,1,,,10.00,66,,,,,,8,2,4,16,9,Chrome Test,49,41,Wette,16,E13,0,0,0.00,1,1,izulz3y4,,,,,0
67,xsqb0mtu,,1,63,63,terminate,Results,2021-01-11 11:11:50.799143+00:00,1,,,10.00,67,,,,,,8,2,1,16,9,Chrome Test,63,11,Wette,37,E13,0,0,0.00,1,1,izulz3y4,,,,,0
68,4qf6mnme,,1,63,63,terminate,Results,2021-01-11 11:11:50.829187+00:00,1,,,0.00,68,,,,,,8,1,3,16,9,Chrome Test,26,30,Lotterie,44,E12,0,0,0.00,1,1,izulz3y4,,,,,0
69,xzeotq5n,,1,63,63,terminate,Results,2021-01-11 11:11:50.859614+00:00,1,,,0.00,69,,,,,,8,1,4,16,9,Chrome Test,3,15,Lotterie,0,E3,1,0,0.00,1,1,izulz3y4,,,,,0
70,e4o9ded0,,1,63,63,terminate,Results,2021-01-11 11:11:50.889983+00:00,1,,,10.00,70,,,,,,8,1,4,16,9,Chrome Test,12,6,Wette,39,E13,0,0,0.00,1,1,izulz3y4,,,,,0
71,ahhh3a9o,,1,63,63,terminate,Results,2021-01-11 11:11:50.919429+00:00,1,,,10.00,71,,,,,,8,1,4,16,9,Chrome Test,87,58,Wette,73,E23,0,0,0.00,1,1,izulz3y4,,,,,0
72,yukykt5n,,1,63,63,terminate,Results,2021-01-11 11:11:51.023545+00:00,1,,,10.00,72,,,,,,8,2,3,16,9,Chrome Test,12,99,Lotterie,87,E12,1,0,0.00,1,1,izulz3y4,,,,,0
73,140bc1na,,1,63,63,terminate,Results,2021-01-11 11:11:51.056696+00:00,1,,,0.00,73,,,,,,8,1,3,16,9,Chrome Test,8,4,Wette,97,E12,1,0,0.00,1,1,izulz3y4,,,,,0
74,ft8s9e0t,,1,63,63,terminate,Results,2021-01-11 11:11:51.088184+00:00,1,,,10.00,74,,,,,,8,2,4,16,9,Chrome Test,53,6,Wette,14,E1,1,0,0.00,1,1,izulz3y4,,,,,0
75,u9q108nl,,1,63,63,terminate,Results,2021-01-11 11:11:51.117243+00:00,1,,,10.00,75,,,,,,8,2,2,16,9,Chrome Test,83,100,Lotterie,16,E13,1,0,0.00,1,1,izulz3y4,,,,,0
76,gw6gboqy,,1,63,63,terminate,Results,2021-01-11 11:11:51.145266+00:00,1,,,0.00,76,,,,,,8,2,2,16,9,Chrome Test,42,42,Lotterie,32,E23,1,0,0.00,1,1,izulz3y4,,,,,0
77,fiohpoyd,,1,63,63,terminate,Results,2021-01-11 11:11:51.177188+00:00,1,,,0.00,77,,,,,,8,2,2,16,9,Chrome Test,97,21,Wette,51,E3,0,0,0.00,1,1,izulz3y4,,,,,0
78,4xf8pi1e,,1,63,63,terminate,Results,2021-01-11 11:11:51.207285+00:00,1,,,0.00,78,,,,,,8,2,3,16,9,Chrome Test,51,27,Wette,65,E23,1,0,0.00,1,1,izulz3y4,,,,,0
79,x7y76bhw,,1,63,63,terminate,Results,2021-01-11 11:11:51.235616+00:00,1,,,10.00,79,,,,,,8,1,1,16,9,Chrome Test,70,47,Wette,89,E1,1,0,0.00,1,1,izulz3y4,,,,,0
80,ncggrsfu,,1,63,63,terminate,Results,2021-01-11 11:11:51.262222+00:00,1,,,0.00,80,,,,,,8,1,3,16,9,Chrome Test,25,37,Lotterie,55,E13,0,0,0.00,1,1,izulz3y4,,,,,0
81,2ylz15hm,,1,63,63,terminate,Results,2021-01-11 11:11:51.294081+00:00,1,,,0.00,81,,,,,,8,1,4,16,9,Chrome Test,72,20,Wette,34,E1,1,0,0.00,1,1,izulz3y4,,,,,0
82,qohf7871,,1,63,63,terminate,Results,2021-01-11 11:11:51.321948+00:00,1,,,10.00,82,,,,,,8,2,1,16,9,Chrome Test,16,37,Lotterie,78,E3,0,0,0.00,1,1,izulz3y4,,,,,0
83,kv39zq8y,,1,63,63,terminate,Results,2021-01-11 11:11:51.351020+00:00,1,,,0.00,83,,,,,,8,2,4,16,9,Chrome Test,14,3,Wette,44,E1,1,0,0.00,1,1,izulz3y4,,,,,0
84,1f3z9f8i,,1,63,63,terminate,Results,2021-01-11 11:11:51.381699+00:00,1,,,0.00,84,,,,,,8,2,3,16,9,Chrome Test,66,7,Wette,87,E12,1,0,0.00,1,1,izulz3y4,,,,,0
85,73gf33se,,1,63,63,terminate,Results,2021-01-11 11:11:51.410834+00:00,1,,,10.00,85,,,,,,8,2,1,16,9,Chrome Test,38,74,Lotterie,0,E12,1,0,0.00,1,1,izulz3y4,,,,,0
86,3gy3uyfd,,1,63,63,terminate,Results,2021-01-11 11:11:51.440158+00:00,1,,,10.00,86,,,,,,8,1,2,16,9,Chrome Test,11,3,Wette,72,E12,1,0,0.00,1,1,izulz3y4,,,,,0
87,p0vwm5ha,,1,63,63,terminate,Results,2021-01-11 11:11:51.468960+00:00,1,,,0.00,87,,,,,,8,2,2,16,9,Chrome Test,39,96,Lotterie,43,E1,1,0,0.00,1,1,izulz3y4,,,,,0
88,7vwpo5lb,,1,63,63,terminate,Results,2021-01-11 11:11:51.499309+00:00,1,,,10.00,88,,,,,,8,2,3,16,9,Chrome Test,36,53,Lotterie,24,E3,1,0,0.00,1,1,izulz3y4,,,,,0
89,a6fzzgjt,,1,63,63,terminate,Results,2021-01-11 11:11:51.526950+00:00,1,,,0.00,89,,,,,,8,1,4,16,9,Chrome Test,85,91,Lotterie,28,E2,1,0,0.00,1,1,izulz3y4,,,,,0
90,sl4xownc,,1,63,63,terminate,Results,2021-01-11 11:11:51.559174+00:00,1,,,10.00,90,,,,,,8,2,3,16,9,Chrome Test,20,9,Wette,85,E2,1,0,0.00,1,1,izulz3y4,,,,,0
91,4xyjcesj,,1,63,63,terminate,Results,2021-01-11 11:11:51.589748+00:00,1,,,10.00,91,,,,,,8,1,2,16,9,Chrome Test,45,29,Wette,37,E1,1,0,0.00,1,1,izulz3y4,,,,,0
92,fev7wv8v,,1,63,63,terminate,Results,2021-01-11 11:11:51.616590+00:00,1,,,10.00,92,,,,,,8,1,2,16,9,Chrome Test,7,31,Lotterie,33,E3,0,0,0.00,1,1,izulz3y4,,,,,0
93,w7mcpufs,,1,63,63,terminate,Results,2021-01-11 11:11:51.643635+00:00,1,,,0.00,93,,,,,,8,2,3,16,9,Chrome Test,72,48,Wette,31,E3,0,0,0.00,1,1,izulz3y4,,,,,0
94,1t7eeees,,1,63,63,terminate,Results,2021-01-11 11:11:51.674974+00:00,1,,,10.00,94,,,,,,8,1,1,16,9,Chrome Test,86,62,Wette,74,E1,0,0,0.00,1,1,izulz3y4,,,,,0
95,6vpr15io,,1,63,63,terminate,Results,2021-01-11 11:11:51.705067+00:00,1,,,0.00,95,,,,,,8,2,4,16,9,Chrome Test,100,42,Wette,1,E2,1,0,0.00,1,1,izulz3y4,,,,,0
96,tqvu8kvg,,1,63,63,terminate,Results,2021-01-11 11:11:51.734212+00:00,1,,,0.00,96,,,,,,8,2,1,16,9,Chrome Test,92,76,Wette,66,E2,1,0,0.00,1,1,izulz3y4,,,,,0
97,jw9dipqt,,1,63,63,terminate,Results,2021-01-11 11:11:51.762008+00:00,1,,,10.00,97,,,,,,8,2,2,16,9,Chrome Test,54,26,Wette,21,E13,1,0,0.00,1,1,izulz3y4,,,,,0
98,8d9d28l0,,1,63,63,terminate,Results,2021-01-11 11:11:51.792793+00:00,1,,,10.00,98,,,,,,8,2,1,16,9,Chrome Test,15,95,Lotterie,98,E3,0,0,0.00,1,1,izulz3y4,,,,,0
99,4p7h610x,,1,63,63,terminate,Results,2021-01-11 11:11:51.821554+00:00,1,,,10.00,99,,,,,,8,1,3,16,9,Chrome Test,78,30,Wette,56,E13,0,0,0.00,1,1,izulz3y4,,,,,0
100,xhq6qdf4,,1,63,63,terminate,Results,2021-01-11 11:11:51.849345+00:00,1,,,10.00,100,,,,,,8,2,3,16,9,Chrome Test,35,2,Wette,10,E13,1,0,0.00,1,1,izulz3y4,,,,,0
101,ifssq63k,,1,63,63,terminate,Results,2021-01-11 11:11:51.875250+00:00,1,,,10.00,101,,,,,,8,2,3,16,9,Chrome Test,46,47,Lotterie,61,E2,0,0,0.00,1,1,izulz3y4,,,,,0
102,h1m9wo2o,,1,63,63,terminate,Results,2021-01-11 11:11:51.902828+00:00,1,,,0.00,102,,,,,,8,2,3,16,9,Chrome Test,29,27,Wette,89,E3,0,1,0.00,1,1,izulz3y4,,,,,0
103,jq9cdbbe,,1,63,63,terminate,Results,2021-01-11 11:11:51.930789+00:00,1,,,0.00,103,,,,,,8,2,2,16,9,Chrome Test,82,56,Wette,57,E13,1,0,0.00,1,1,izulz3y4,,,,,0
104,jh7e24xu,,1,63,63,terminate,Results,2021-01-11 11:11:51.958696+00:00,1,,,0.00,104,,,,,,8,1,1,16,9,Chrome Test,26,7,Wette,70,E1,0,0,0.00,1,1,izulz3y4,,,,,0
105,zqrkzfkt,,1,63,63,terminate,Results,2021-01-11 11:11:51.986912+00:00,1,,,0.00,105,,,,,,8,2,2,16,9,Chrome Test,22,31,Lotterie,3,E2,1,0,0.00,1,1,izulz3y4,,,,,0
106,jzrufmjz,,1,63,63,terminate,Results,2021-01-11 11:11:52.011348+00:00,1,,,10.00,106,,,,,,8,2,2,16,9,Chrome Test,93,1,Wette,88,E2,0,0,0.00,1,1,izulz3y4,,,,,0
107,c0d0iipk,,1,63,63,terminate,Results,2021-01-11 11:11:52.040735+00:00,1,,,10.00,107,,,,,,8,2,4,16,9,Chrome Test,82,92,Lotterie,89,E13,1,0,0.00,1,1,izulz3y4,,,,,0
108,8lb1ddo5,,1,63,63,terminate,Results,2021-01-11 11:11:52.069147+00:00,1,,,10.00,108,,,,,,8,1,3,16,9,Chrome Test,94,0,Wette,1,E23,0,0,0.00,1,1,izulz3y4,,,,,0
109,wdb3gibc,,1,63,63,terminate,Results,2021-01-11 11:11:52.095448+00:00,1,,,0.00,109,,,,,,8,2,4,16,9,Chrome Test,81,52,Wette,44,E3,0,0,0.00,1,1,izulz3y4,,,,,0
110,nvb2lhdl,,1,63,63,terminate,Results,2021-01-11 11:11:52.122977+00:00,1,,,0.00,110,,,,,,8,1,2,16,9,Chrome Test,21,49,Lotterie,90,E3,0,0,0.00,1,1,izulz3y4,,,,,0
111,majk2yor,,1,63,63,terminate,Results,2021-01-11 11:11:52.152473+00:00,1,,,10.00,111,,,,,,8,1,1,16,9,Chrome Test,87,67,Wette,13,E23,0,0,0.00,1,1,izulz3y4,,,,,0
112,4jhsy4rn,,1,63,63,terminate,Results,2021-01-11 11:11:52.177879+00:00,1,,,10.00,112,,,,,,8,2,4,16,9,Chrome Test,29,36,Lotterie,18,E13,1,0,0.00,1,1,izulz3y4,,,,,0
113,gmg22ahj,,1,63,63,terminate,Results,2021-01-11 11:11:52.204809+00:00,1,,,0.00,113,,,,,,8,1,2,16,9,Chrome Test,58,22,Wette,3,E1,1,0,0.00,1,1,izulz3y4,,,,,0
114,vg5chc0w,,1,63,63,terminate,Results,2021-01-11 11:11:52.229177+00:00,1,,,10.00,114,,,,,,8,2,4,16,9,Chrome Test,29,26,Wette,85,E1,0,0,0.00,1,1,izulz3y4,,,,,0
115,j30aj6gh,,1,63,63,terminate,Results,2021-01-11 11:11:52.256572+00:00,1,,,10.00,115,,,,,,8,2,3,16,9,Chrome Test,80,65,Wette,74,E1,0,0,0.00,1,1,izulz3y4,,,,,0
116,7kexp3ps,,1,63,63,terminate,Results,2021-01-11 11:11:52.285791+00:00,1,,,10.00,116,,,,,,8,1,1,16,9,Chrome Test,97,99,Lotterie,8,E1,1,0,0.00,1,1,izulz3y4,,,,,0
