participant.label,surprise,communication,stage,treated,E1,E12,E13,E2,E23,E3,mc,ms,b,a,ed,completion_time,wrong_answer_1,wrong_answer_2,participant.time_started_utc,comprehension,age_18_34,age_35_52,age_53_plus,female,high_education,high_income,married,parentship,high_temperature,high_usage,high_general_risk,high_weather_risk,high_accuracy,high_credibility
79c8aa8a670d96b4afb54af9fca6e6a8,FALSE,both,1,FALSE,44.5,55.5,57.5,45.5,62.5,46.5,0.585,0.455,-0.04,0.61,6.16441400296898,631,0,0,2021-09-02T11:52:48.283672Z,rather yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
79c8aa8a670d96b4afb54af9fca6e6a8,FALSE,both,2,TRUE,42.5,53.5,58.5,48.5,66.5,44.5,0.595,0.451666666666667,-0.0466666666666666,0.57,6.16441400296898,631,0,0,2021-09-02T11:52:48.283672Z,rather yes,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
0c42458206b38f6b28125c23ac8fbd8b,FALSE,interval,1,FALSE,44.5,66.5,69.5,49.5,79.5,64.5,0.718333333333333,0.528333333333333,-0.246666666666667,0.43,39.1535439009038,1695,0,0,2021-09-02T12:08:26.315863Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
0c42458206b38f6b28125c23ac8fbd8b,FALSE,interval,2,TRUE,29.5,49.5,49.5,64.5,66.5,49.5,0.551666666666667,0.478333333333333,-0.0299999999999999,0.78,39.1535439009038,1695,0,0,2021-09-02T12:08:26.315863Z,yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
420284305a7126b1c1c27dd99fc7e6e4,TRUE,point,1,FALSE,29.5,9.5,14.5,50.5,9.5,4.5,0.111666666666667,0.281666666666667,0.606666666666667,1.51,80.1623352953243,874,0,0,2021-09-02T12:34:26.985888Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
420284305a7126b1c1c27dd99fc7e6e4,TRUE,point,2,TRUE,89.5,4.5,59.5,24.5,19.5,4.5,0.278333333333333,0.395,0.326666666666667,1.35,80.1623352953243,874,0,0,2021-09-02T12:34:26.985888Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
7fdb832c62e5065f1a87b11fe0db214e,FALSE,both,1,FALSE,39.5,49.5,79.5,44.5,89.5,49.5,0.728333333333333,0.445,-0.173333333333333,0.15,48.0208288141719,708,0,0,2021-09-02T12:38:50.449738Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
7fdb832c62e5065f1a87b11fe0db214e,FALSE,both,2,TRUE,59.5,74.5,45.5,54.5,84.5,49.5,0.681666666666667,0.545,-0.226666666666667,0.59,48.0208288141719,708,0,0,2021-09-02T12:38:50.449738Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
b75d4dcfd8ca9ebf67567b1574af385f,FALSE,interval,1,FALSE,59.5,59.5,59.5,59.5,59.5,59.5,0.595,0.595,-0.19,1,0,946,2,0,2021-09-02T12:44:48.534550Z,rather not,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
b75d4dcfd8ca9ebf67567b1574af385f,FALSE,interval,2,TRUE,59.5,59.5,59.5,59.5,59.5,59.5,0.595,0.595,-0.19,1,0,946,2,0,2021-09-02T12:44:48.534550Z,rather not,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
050f10cbd2017f6909aac38e7a8b4f31,FALSE,both,1,FALSE,59.5,39.5,49.5,29.5,29.5,59.5,0.395,0.495,0.11,1.3,95.9166304662544,873,0,0,2021-09-02T12:46:31.836646Z,rather yes,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
050f10cbd2017f6909aac38e7a8b4f31,FALSE,both,2,TRUE,49.5,69.5,59.5,89.5,89.5,89.5,0.728333333333333,0.761666666666667,-0.49,1.1,95.9166304662544,873,0,0,2021-09-02T12:46:31.836646Z,rather yes,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
459d269a415119ef96cf16780ecfcefe,FALSE,both,1,FALSE,30.5,80.5,39.5,70.5,69.5,29.5,0.631666666666667,0.435,-0.0666666666666667,0.41,17.832554500127,1263,0,0,2021-09-02T13:42:17.976722Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
459d269a415119ef96cf16780ecfcefe,FALSE,both,2,TRUE,20.5,80.5,30.5,70.5,80.5,25.5,0.638333333333333,0.388333333333333,-0.0266666666666667,0.25,17.832554500127,1263,0,0,2021-09-02T13:42:17.976722Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
409eef2470d0b3faba216079e86673ae,TRUE,point,1,FALSE,69.5,50.5,74.5,69.5,49.5,39.5,0.581666666666667,0.595,-0.176666666666667,1.04,94.2443632266673,960,0,0,2021-09-02T13:55:36.638377Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
409eef2470d0b3faba216079e86673ae,TRUE,point,2,TRUE,59.5,0.5,29.5,85.5,98.5,79.5,0.428333333333333,0.748333333333333,-0.176666666666667,1.96,94.2443632266673,960,0,0,2021-09-02T13:55:36.638377Z,rather yes,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
d0a81e96284c7076c57149b5849b9228,FALSE,both,1,FALSE,35.5,11.5,34.5,24.5,68.5,48.5,0.381666666666667,0.361666666666667,0.256666666666667,0.94,57.7148161220323,818,0,0,2021-09-02T14:00:44.013959Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
d0a81e96284c7076c57149b5849b9228,FALSE,both,2,TRUE,4.5,39.5,37.5,39.5,34.5,34.5,0.371666666666667,0.261666666666667,0.366666666666667,0.67,57.7148161220323,818,0,0,2021-09-02T14:00:44.013959Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
4534d2bca553126257105dc285e7ebc8,TRUE,interval,1,FALSE,79.5,39.5,19.5,49.5,29.5,49.5,0.295,0.595,0.11,1.9,117.898261225516,1548,0,0,2021-09-02T14:03:30.458668Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
4534d2bca553126257105dc285e7ebc8,TRUE,interval,2,TRUE,19.5,29.5,99.5,69.5,79.5,79.5,0.695,0.561666666666667,-0.256666666666667,0.6,117.898261225516,1548,0,0,2021-09-02T14:03:30.458668Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
587c7fa3ab3b6712232aa77d34d5e960,FALSE,point,1,FALSE,19.5,22.5,37.5,54.5,59.5,24.5,0.398333333333333,0.328333333333333,0.273333333333333,0.79,50.3487835006964,2753,0,0,2021-09-02T14:12:58.095120Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
587c7fa3ab3b6712232aa77d34d5e960,FALSE,point,2,TRUE,22.5,64.5,17.5,42.5,72.5,31.5,0.515,0.321666666666667,0.163333333333333,0.42,50.3487835006964,2753,0,0,2021-09-02T14:12:58.095120Z,yes,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
91a40ed1a5ad382d21547929d091e9f3,FALSE,point,1,FALSE,69.5,29.5,32.5,59.5,34.5,59.5,0.321666666666667,0.628333333333333,0.0499999999999999,1.92,22.4499443206437,2718,0,2,2021-09-02T14:27:01.198483Z,rather yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
91a40ed1a5ad382d21547929d091e9f3,FALSE,point,2,TRUE,74.5,34.5,34.5,74.5,34.5,74.5,0.345,0.745,-0.09,2.2,22.4499443206437,2718,0,2,2021-09-02T14:27:01.198483Z,rather yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
1b09042adc396e580c03bd3662949f6f,FALSE,both,1,FALSE,29.5,49.5,49.5,24.5,59.5,29.5,0.528333333333333,0.278333333333333,0.193333333333333,0.25,11.1803398874989,1041,0,0,2021-09-02T14:29:10.325621Z,rather not,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
1b09042adc396e580c03bd3662949f6f,FALSE,both,2,TRUE,29.5,59.5,49.5,29.5,59.5,29.5,0.561666666666667,0.295,0.143333333333333,0.2,11.1803398874989,1041,0,0,2021-09-02T14:29:10.325621Z,rather not,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
91c5b63c0ce8a5177e01d7a1bbeda549,FALSE,both,1,FALSE,33.5,66.5,69.5,39.5,66.5,39.5,0.675,0.375,-0.05,0.0999999999999998,21.3072757526625,874,1,0,2021-09-02T14:31:10.330412Z,yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
91c5b63c0ce8a5177e01d7a1bbeda549,FALSE,both,2,TRUE,39.5,69.5,69.5,59.5,69.5,39.5,0.695,0.461666666666667,-0.156666666666667,0.3,21.3072757526625,874,1,0,2021-09-02T14:31:10.330412Z,yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
6a0bbc0dff47f3ff549e38a5ae5b9d4a,FALSE,both,1,FALSE,69.5,74.5,21.5,39.5,44.5,29.5,0.468333333333333,0.461666666666667,0.07,0.98,73.0889868584864,1716,3,3,2021-09-02T14:34:00.195758Z,rather not,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
6a0bbc0dff47f3ff549e38a5ae5b9d4a,FALSE,both,2,TRUE,51.5,80.5,69.5,26.5,66.5,74.5,0.721666666666667,0.508333333333333,-0.23,0.36,73.0889868584864,1716,3,3,2021-09-02T14:34:00.195758Z,rather not,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
ba706d8de622f2a76a8d6000e36eff71,TRUE,both,1,FALSE,33.5,66.5,66.5,33.5,66.5,33.5,0.665,0.335,0,0.0099999999999999,0,2462,1,0,2021-09-02T14:43:45.981869Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
ba706d8de622f2a76a8d6000e36eff71,TRUE,both,2,TRUE,33.5,66.5,66.5,33.5,66.5,33.5,0.665,0.335,0,0.0099999999999999,0,2462,1,0,2021-09-02T14:43:45.981869Z,rather yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
d5e1fb900e41298bf5cd592224dfae0d,TRUE,both,1,FALSE,43.5,59.5,10.5,49.5,54.5,32.5,0.415,0.418333333333333,0.166666666666667,1.01,52.1919534027996,964,0,0,2021-09-02T14:58:57.784553Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
d5e1fb900e41298bf5cd592224dfae0d,TRUE,both,2,TRUE,65.5,54.5,43.5,43.5,21.5,33.5,0.398333333333333,0.475,0.126666666666667,1.23,52.1919534027996,964,0,0,2021-09-02T14:58:57.784553Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
2f5941f169030fb235172bdd40c4b95d,FALSE,point,1,FALSE,79.5,49.5,78.5,49.5,49.5,49.5,0.591666666666667,0.595,-0.186666666666667,1.01,30.0166620396073,1664,1,0,2021-09-02T15:01:00.289804Z,yes,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
2f5941f169030fb235172bdd40c4b95d,FALSE,point,2,TRUE,79.5,49.5,79.5,49.5,49.5,79.5,0.595,0.695,-0.29,1.3,30.0166620396073,1664,1,0,2021-09-02T15:01:00.289804Z,yes,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
6c889df6056782d1699f00726a4bdbef,TRUE,interval,1,FALSE,69.5,59.5,49.5,49.5,69.5,49.5,0.595,0.561666666666667,-0.156666666666667,0.9,85.4400374531753,1129,0,0,2021-09-02T15:10:51.746858Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
6c889df6056782d1699f00726a4bdbef,TRUE,interval,2,TRUE,99.5,89.5,99.5,39.5,89.5,99.5,0.928333333333333,0.795,-0.723333333333333,0.6,85.4400374531753,1129,0,0,2021-09-02T15:10:51.746858Z,rather yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
13597e0b2de3e0b654acd5165b6e9e3d,FALSE,interval,1,FALSE,99.5,99.5,99.5,99.5,99.5,99.5,0.995,0.995,-0.99,1,0,400,0,0,2021-09-02T15:16:39.913068Z,no,FALSE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13597e0b2de3e0b654acd5165b6e9e3d,FALSE,interval,2,TRUE,99.5,99.5,99.5,99.5,99.5,99.5,0.995,0.995,-0.99,1,0,400,0,0,2021-09-02T15:16:39.913068Z,no,FALSE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
d5e8e32a7be2fa6e99068c70c15e05b0,FALSE,interval,1,FALSE,65.5,65.5,65.5,65.5,9.5,65.5,0.468333333333333,0.655,-0.123333333333333,1.56,74.90660852021,685,1,0,2021-09-02T15:23:00.730979Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
d5e8e32a7be2fa6e99068c70c15e05b0,FALSE,interval,2,TRUE,89.5,4.5,89.5,89.5,0.5,74.5,0.315,0.845,-0.16,2.59,74.90660852021,685,1,0,2021-09-02T15:23:00.730979Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
ff4df2cccd52a493da029cfe662e8a07,TRUE,both,1,FALSE,99.5,79.5,99.5,99.5,99.5,99.5,0.928333333333333,0.995,-0.923333333333333,1.2,101,1494,0,0,2021-09-02T15:23:29.263837Z,rather not,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
ff4df2cccd52a493da029cfe662e8a07,TRUE,both,2,TRUE,99.5,99.5,0.5,99.5,99.5,99.5,0.665,0.995,-0.66,1.99,101,1494,0,0,2021-09-02T15:23:29.263837Z,rather not,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
25a18871f8c7ce3f9f61c13510385a09,FALSE,both,1,FALSE,24.5,29.5,89.5,49.5,29.5,39.5,0.495,0.378333333333333,0.126666666666667,0.65,85,1441,0,0,2021-09-02T15:24:07.621092Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
25a18871f8c7ce3f9f61c13510385a09,FALSE,both,2,TRUE,59.5,59.5,19.5,39.5,39.5,39.5,0.395,0.461666666666667,0.143333333333333,1.2,85,1441,0,0,2021-09-02T15:24:07.621092Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
a77d1cc2421314892fc693032dad6514,TRUE,point,1,FALSE,33.5,66.5,66.5,33.5,66.5,33.5,0.665,0.335,0,0.0099999999999999,25.2784493195291,871,0,0,2021-09-02T15:26:13.569462Z,rather not,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
a77d1cc2421314892fc693032dad6514,TRUE,point,2,TRUE,39.5,49.5,54.5,44.5,59.5,33.5,0.545,0.391666666666667,0.0633333333333334,0.54,25.2784493195291,871,0,0,2021-09-02T15:26:13.569462Z,rather not,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
c6ce049b082bbf07c958bb84e08e6438,TRUE,point,1,FALSE,30.5,66.5,65.5,33.5,61.5,33.5,0.645,0.325,0.03,0.0399999999999999,5.09901951359278,809,1,0,2021-09-02T15:59:07.103081Z,rather not,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
c6ce049b082bbf07c958bb84e08e6438,TRUE,point,2,TRUE,33.5,66.5,66.5,33.5,65.5,33.5,0.661666666666667,0.335,0.0033333333333333,0.0199999999999998,5.09901951359278,809,1,0,2021-09-02T15:59:07.103081Z,rather not,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
a8ae8c64f88ea155fc7ed53e74706bdb,TRUE,both,1,FALSE,49.5,49.5,49.5,49.5,59.5,49.5,0.528333333333333,0.495,-0.0233333333333333,0.9,10,960,0,0,2021-09-02T16:00:48.594751Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
a8ae8c64f88ea155fc7ed53e74706bdb,TRUE,both,2,TRUE,49.5,49.5,49.5,49.5,49.5,49.5,0.495,0.495,0.01,1,10,960,0,0,2021-09-02T16:00:48.594751Z,yes,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
b60e67350b281cc3cef9ef52c0946c72,FALSE,interval,1,FALSE,48.5,39.5,39.5,44.5,49.5,50.5,0.428333333333333,0.478333333333333,0.0933333333333334,1.15,21.8632111090755,995,0,0,2021-09-02T16:12:09.435432Z,rather not,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
b60e67350b281cc3cef9ef52c0946c72,FALSE,interval,2,TRUE,34.5,49.5,38.5,35.5,39.5,50.5,0.425,0.401666666666667,0.173333333333333,0.93,21.8632111090755,995,0,0,2021-09-02T16:12:09.435432Z,rather not,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
08dc13660d20537816f54b38cc283b8b,FALSE,point,1,FALSE,44.5,69.5,79.5,64.5,74.5,44.5,0.745,0.511666666666667,-0.256666666666667,0.3,73.143694191639,905,0,0,2021-09-02T16:18:50.140372Z,rather yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
08dc13660d20537816f54b38cc283b8b,FALSE,point,2,TRUE,79.5,89.5,29.5,74.5,89.5,74.5,0.695,0.761666666666667,-0.456666666666667,1.2,73.143694191639,905,0,0,2021-09-02T16:18:50.140372Z,rather yes,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
c904ee87be22eb12b2afdc94790a8cec,TRUE,point,1,FALSE,5.5,7.5,9.5,14.5,5.5,7.5,0.075,0.0916666666666667,0.833333333333333,1.05,19.94993734326,545,4,2,2021-09-02T16:21:49.007136Z,rather yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
c904ee87be22eb12b2afdc94790a8cec,TRUE,point,2,TRUE,15.5,2.5,1.5,2.5,4.5,15.5,0.0283333333333333,0.111666666666667,0.86,1.25,19.94993734326,545,4,2,2021-09-02T16:21:49.007136Z,rather yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4454ca044c74d444401e99354c1e2f5f,FALSE,point,1,FALSE,32.5,66.5,65.5,0.5,66.5,32.5,0.661666666666667,0.218333333333333,0.12,-0.33,13.3416640641263,1227,0,0,2021-09-02T16:32:36.826772Z,rather not,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
4454ca044c74d444401e99354c1e2f5f,FALSE,point,2,TRUE,19.5,66.5,65.5,2.5,67.5,34.5,0.665,0.188333333333333,0.146666666666667,-0.43,13.3416640641263,1227,0,0,2021-09-02T16:32:36.826772Z,rather not,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
b0e9620aa9fe2d12ce05b8144df10046,FALSE,interval,1,FALSE,32.5,54.5,39.5,49.5,44.5,39.5,0.461666666666667,0.405,0.133333333333333,0.83,45.7055795281058,3022,0,0,2021-09-02T16:34:38.470452Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
b0e9620aa9fe2d12ce05b8144df10046,FALSE,interval,2,TRUE,24.5,74.5,29.5,49.5,74.5,64.5,0.595,0.461666666666667,-0.0566666666666666,0.6,45.7055795281058,3022,0,0,2021-09-02T16:34:38.470452Z,rather yes,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
