tic,Sonderincentive
b2332e959ef451b8dc908b5ff7a920da,0
e4b690d07b3ea61cd6e1e8d21680b81f,10
810780cad9f1333567adc47ad7225fd8,10
d9c7a88aba395ab02f72bb88cb48a238,0
ca8dc29a51a8221fbce0f0bfd713459f,0
e3f4909c9bb8922b6df7274ed2cebd92,0
bc1282205f5da6c63bb137f006546fec,10
c4a3687c4764e48cb146593d2ac3e2b6,10
2da54733ba6565c267666048fa6dc891,0
57da6b5499f222bb7d08e68617e3baa0,10
fc11846ccb2986aae75283953af04111,10
a0b5f630e8c1f31849b02d0203d34654,0
59ffda7a1e8e70c14eb49c04e95c38cc,10
30524e7ea35d4a8d28591df69b9c0b7b,10
67ac671218cdee363747f805fe74b399,10
fe678f7c30427d221e85888d21c3330c,0
c2bcf85bc335c8f27ff7b521823a833a,10
a3ccfce5ad9311cffbcd13802793675f,0
490cbcaadcc23f42dbae459a40b52f48,10
2c007809850884951849ad1018fc57d7,0
2530ae0221b4f48d40743df40e8577db,0
022b4b9941fc2399390487ca4f9f5246,0
2c263fb6bbe22b2e5e0958595ff8f360,0
a7555a1f3e266c8cfad901ce732a2425,10
5b5a4cfc05b2254c1c4cc19218ecb12e,0
cc27b9d68f5c6bdc5ecd255578da5791,10
81d4c03659c684b7eaf35e6d3611f3bc,10
2da80546fb56edac5d5b6ebf95a29e5f,10
16778a964bab714edb168fc38617573d,10
853c40f0e4cfd714e7b109fd8d21b478,0
554ced71d08da5bee56f3337f843ca50,0
d02199205aaf4ff9dfe072ee65503838,10
dc489d1af3e1568d8e260a6065a44e84,10
918604fc324f259354bafd73e02f21ca,10
05869661b08775cbaf6e85f894706482,10
32d152c725bef50cc8f56ef6cbe77cfc,10
6cf12b15329b2907af18ab9d8e0d1f01,0
91eebb3aaed158579f6e91f12ef5fab1,10
984e05d0547ae890a73d3cc0eeb5f20b,10
ca7c2b05ce89db76c5ebbe8803ab1e4f,10
b6feaf9638eef5afc5e7b95af9ca7361,0
c72890cfceea2b9367a086687795192e,0
5b3c301d1132d1e49316ddd36b1ee6a9,0
9f3267f582fded18ec7121dfc96f070c,0
37ffd860035d7d6e0d2c0d28f0569361,10
8310d09bd1f7fe309be8d3f2cfe657e6,0
371ef16398de6da0e6fb7566294f82e8,10
d9e52218665df434f463e77bfece6cba,0
9a04bc31ba12df650ab86de956df185d,10
b422fbff56895d3d625381b83abe045b,10
7aa6b2bc1e08a0912e9ebf84246c5825,0
c4023d035c6871214c9b63e9d8074ed6,10
818fd70b7d566faa66fba3e1d08cc433,10
24cc55f4f05cf0bd1cdc3dfa9417319d,10
f5f6134b6dfff7672dcd64c1bd9030f7,10
75299bb41ffb70701b3ee02c303276af,0
34813a33a25fbdc67ff34ac7b044d408,0
3949308f899d8adfb948ddd1672fa6f0,10
041ed5ab429aeb34d1c0c8da5d3d2ec8,10
fad291052eb78b3e8f43977977ebbc22,10
a9d5fe6ac54f3056a88292c992d78057,10
f539014b0d7efbdcfdd09e576c6b04ce,0
42b9cf3ab5d23fdca4a4ef73c50d055d,10
5ba1abe9b3df63387636e9302162455b,10
1e874ec4dd1e1b61856de49bc3ad62ec,10
a2e53dcaa71de0dcd06baf9125575d4e,0
044cd99c233cf586a1bc97c311f355ae,10
694ed6df7b9b09cadea3457771306f73,10
9cc84c8cbd3bf704df4bb77375b37958,10
a16d5e3fa403a19b9af70fd6cc3de623,10
99335b26df5a05bfa4330807202392dc,10
f3a4e1de8e7ada6c1e96cee695be0827,0
f4e4436d4d3d2523bd0f9932f32be14f,0
e1094e6b072abd385f36491056956eb5,10
4a31cd2039b89da517918aac68af3ce2,10
661452f80fae08db58a8c6decfda5ba2,10
df068482378a5e9d10c6f2600d5d425a,10
9d8608f9edc26902d77cd953a1dc3f91,0
89f359dda86e79ca3181b8c18ab22fb8,10
bcbac95397b2864efabd41f52d812b6d,10
6d2569776160a9577f37a4f3cb5a9d13,10
85551468c2f523b926b8d414364df9d6,0
1192db39a19a07b3095fbdc975d63df1,10
65a2b05ae583cf7eda619a01292d7640,0
951f32f749a50925eed438af6ededc6d,10
5a155d56a922357bb18a4405d6570253,10
48c2ba5c61dbf2d7d105b7da335fc4a1,0
24361f7aca012af5a70cb59d43674bf4,10
b50d69bce2789011fc5c72333ef3f675,10
53f2342ae1e852215cef40515f1f0f74,0
3d61ac7e5d3b48c354a034ce3debd7c2,0
065d3a67ebfcc6ad666848868e0ac19c,10
4bafffeee077c46913f9c102f6c1e1cb,10
74ec9e03e6d4ec3327872dca0f5f5f18,0
20c45c0521d12dbd64acfa569b8e2f2e,10
af80b146f9a0f5f724eef2161aea1179,10
80d09e46b67566af9bc4c88c41b47748,0
7256ca5008dc9ec513e714276119860f,0
fc6c4dab5d5b60341475344c54583ea4,10
da3b45f4ec3afb4b03a629cc3ac47d00,0
5b69ef7c486a71a13aced0570b2ab15c,0
174ee25a49a96c3e1c71d16d50d28137,10
39ab55acb286320ffc38f7d7b1f6ecdc,10
92d36c2d02ea20630daa9df644f31e87,0
6f95d665861faa6fbeb825f5d19244f2,10
17b1e7c8af69c471dbc5467d33e212c2,10
82ba087bcdef0c285dd8a77c16f88baf,10
9f0a5e8d101ee9142bf705e64161aad4,0
6ae2eda401e10427eefcfcb474faf6dc,10
bfda57cb84f4925bfd97300df37b1712,0
a4f8c2e86e6b9dd1bffa2abb5c504100,10
69df91286d10f0400ffc86e348464a3f,10
fe8163363b38e49bd80e155af574b828,10
9ccedf184efb4ac656a79280cb5a7126,10
f2a5207cd09efb27bd1d291111d14900,0
1ba6544f1532168208f10ad50e527de6,0
0403e88278229630e892f8887fe351a8,10
f4ebcba626adae311ed950883ead01c6,10
9d77281bb25cd3986f38de5a210cb921,0
77b1518050b22f73487d8dff79b74087,10
90fd36f8d7968ed9f3d9a6198344882f,0
6426fef287df26d2e0880ff1fe9137c5,0
a0ba6fd74cf92ac956f9f0204d010489,10
236ddd253ae25b0ffa8feed4148b5089,10
98e8e70c24f9d37e45f4609cb929060a,10
9f835486a31a8ed6c575d4fececcf1b0,10
28e997126e884f9af3a8223eef0a95eb,0
fdde399a5a80ac7f0f69705e6dceef2d,0
442b8b506f7c00414d71df80762499b8,0
790b362ab9c5e3cb95d12ec4b247be47,0
4725988638c260116c1d7a9926269e88,10
34ad261cdfb2ef13b519ad01972659d2,10
195ddc0e7fa644c61be3398ffd8b4753,10
fef8072daf2d0b8d06692fd2e1ce2657,0
15d7e468e9e334e4ab33866087926bfc,10
acc050121a69114b482f45f35c63d892,0
a5e4053a495b15b5da5b5c5d1f564701,10
092f0f1c0109bc88a356f86914dffe6b,0
ccb8c395d4aaa9b16f2443605700e791,0
1388bef130311f30a03bb8c9c2948b91,0
81b4c94fad06b32c2702cb40f9913fb2,10
0a8bcc7bba5aaa04e37c433dde9bee36,0
d223d84dc5f2d4d12078bc0a30fbf24b,10
621a5267061f645ab3df02339b9326d3,10
b5290309d74c14e1215c40633bf4c642,10
0949064d21a9b410c731629881b9fab7,10
22737188bbd58cf23a444deb86335729,10
b09300a258ac40560ee5d32193ac3e74,10
839cb5fe662558489b36761daa663a89,10
4ec03fecc8007d0384e5c53e2a2b0897,10
1aa710aa07bb589b66e0689adf01fff4,10
08d44f1146111cc4ab402161c69da7af,10
3d29257f9925b79a964e6c0d5c083142,0
ed2255644eb9da96412280617533dced,10
d477d09f26a3a3580d97bd0bec6bd2b5,0
68ee980a6ff68d13ac1a36c5151e788b,10
c5f4c2949e478ae9ae1129f8f305a1b3,0
fd7a1730297c00fe9a51feb980b26b50,10
bb6356d1329e93d3768004b73926b12b,0
8f8b3fc7afd6ae69dbfa5f890b6e6671,10
2209b73167b1291740c93463d12bb285,0
06b4bf8b6c35c3f2dec2b6fcdc3fe91f,0
b72a966e68a32cc361bcc72426bf0a3a,0
28ff4a9a6a9a19b116b18d4daf44f758,10
a32332127aee76316d5232fe52d34aed,10
92975af21df852422285b5e2033c268f,10
b7f608dd4025d6dd15508b68356f315d,0
ab9feebf553c4a4336cace2206b76508,10
2784e7bd74d5973e180cd0858681d29f,10
17c97e629c5236fa21c18451395c077f,0
a943b7ed9f7ac2810c4aa9f8d8e4c1df,10
528b9d51bc8813798f92a3e4ae5e4804,10
bcfca960ab6d9050a81d494639cca745,0
0505feeb601964f1d7c5c74200525bd7,0
357d043789442f6777e830be6e17048c,0
f80c680d4cba04fc6c5fe17bec3bc7e9,10
a159c34ac985ee4540cea67dc31ead78,10
a2d2e5174fb58d140b5275d9bba2a75f,0
ec17915dc637342fac213d65992e0a5d,0
775af38f83b8bf2e3cc009278a87d123,10
1a9e9985781ba0d40611f9596f851cc5,10
8cf018a9e8320bbcf9768d1256e2cfcf,10
2121a4c7b31f2018343bd4da97bade1f,10
409ac60ef042b9a05e2186a06c930272,10
b26cf9c1bbd1cd99f34538b3db5fa2e3,0
a5200f5323c93d793d870a50d855af81,0
0a726171a234b068c7356d86d98339c0,10
16cd601f093283e94a5fe6b13675b00d,0
02d6d3ec26ce366e5191c158e6889aee,10
f8ce9aafde0f991ba1f854511a44da5b,10
b72e6dde5e3bf20242618559b1ed672c,10
05f6f47b40567ec64d067c4b94ee451a,0
87598201ce70fd9011089eae4981b631,0
f41a82727fcd6f49db940ddbe6bdc2e7,0
cf57cede71b263d4b656d34301558175,10
cdf69d633a72c63246e7b9f856a725f8,0
884561a788bf98f80b2becd57449d149,0
887624b4b345fdad5c68065d887906fb,10
f4c8e8cf4534caa5292cd0fd1b18105b,0
4aea8c7652c8220ade944a99e3182de7,10
805719e97b8813be618fa5a6f319664c,10
428368c4d4e0b6c89a57d4106739f786,10
899e6d1b33ea1d6099bca6a19c055648,0
c3e28fca385b54df90e6b5a546a5f068,10
16e1f2a69c55052a2ff46560c96e0a58,0
9dc68069a839adccccac3cd6d9a586ad,10
9c103b1feb8272079a66a3e398d0e642,10
db4188c1c01c6276340dd0034955a00c,10
455402a36935898070fc080ef0c980cc,10
dddac82fb63b5512e2e44092516bccb6,10
6aab4acd581867b04aefbe9795c72e77,10
6c24fe6d68334fc004236005281cee34,10
e752fbfd76706e446b78cce2df60b4e8,0
20e9f18a1134cb552d7a26d071a12b23,10
aa13d2faf9f050acc90091475be12cd7,0
8a7215e9d0a6632994848d84975bba59,10
6c7c2ade43f1154aafe20992a87755ac,10
347ad8006a769857a3534eca0a797fe4,0
38c917ebe4cf74670e5f03af3e62df0e,10
7a3b788aefcea8f242d15d928b17760a,10
bab1a4a5ec46124bee8df3653a91e863,10
6e0f2475a94e249406c24907f71f06d4,10
06a5eb91de0fb47ad04e11ed7f7f7bf6,0
4cc61bd2f968f8b36844da0375d799dc,10
443d91a68103e594089b788f5f6fbd05,10
c3e93588840a3475a8322ec3a80a6b68,10
362002dec72a383822283aeecac20140,0
bc0170d5d313f6d86d7b4a66b11d6d85,10
823b32655fff7657514691f8b2ee14e8,10
40b3d1c9f88b268455395b5267f3faa5,0
66c1eb30506bb16c4820fcfa2d31ab40,10
7d842381e54a4a770cf4720af7565414,0
c9e922e085a51d0a98a9ce8fefbbf63e,0
e5becb25447dac06bde2c17eb5009113,10
f54c37422c3bafaf06be3a8e6c28feb3,10
a1c0328fea41b0091d7999d9381ebae7,10
a248b10a64614fa1d32e4c5f3241d68a,10
465fb558da8aa385d8356d0e3181078b,10
91a446453b36ad51f883be273b71d299,10
80962cb766ed41dfbbab406501a4f69a,0
15b1a1b661716e311a2167ae8325e7a1,10
37042693566194155383189a6abe2cab,10
278a0ed83f0e434273d3198faf05f27b,0
cd1ebd3e4ce6071cbdd4b73ab9e12c12,10
57856e622ab1ec9d9032d44761289e53,0
052b4f206a18d222b9d08392ef6c7bc9,10
98a3bfead5e91f95b0a693f093c2b05c,10
589e54f1a4a5adff14e84b323e229fc8,10
c9421bfe5ebe073e18b6352b281ef872,0
13e136fd2ac3cd87a86390f15a9e340f,0
e4986c243422823a055f217b0dfac600,0
a41d638b9917669d60b0ec7fc32763af,0
624c39f9aaf1ea45dc6975c06f7c6f60,10
054a745ad25b79c64cb1f3cf934fdaed,10
fdf0e02ecd503d1ff009e031dd41afa4,0
0f6cb9b7a52b61b0a20879dd5136b18d,0
f144a79577ce4c274fd4d19f6fb003c2,10
75b6eb3e3993370a4b0763547e1decd9,10
f53ceabf0691d8d1040459938891a029,0
c34060c26f022a79603373026f4001df,0
2bc6f25feeb3f95347d892cd6b8ed0ff,10
e147f29cf55fab66ba83b7fd3d611a28,10
76c5bb045c49dd14d05b5d0d4498066f,0
66ea57ca177564ce434aa51225169e43,10
92a01badd0b4c8f123e223e3bf325613,0
c112bc650b6771adcedffb11a616b6dc,0
2791965a7f180de361d7d3d521c24d1d,0
14333900dfc4c23dc50a3164cf06b5ce,0
d06bea3d70abde044582d76a9cb21564,0
31aea08e3df784840ab781f623b8964f,0
251be949086fc5ad129ae8fcf9c2071d,0
e7b8d517ff1d161abf271e18dd623cb2,10
9c9f6fe03a7bd4490baabb3da19f8d7c,10
4eef7d856c0e37fe0f153a33e9b5fd72,10
3a519643d170fe3ef13f4abf1cf4cf51,10
f63b0d42e4bf2071a4d9dbbd0fc6cb1e,10
dc505085b78ce151be354dc61ec286fc,10
d9cf9eabd7fb3c1ebe799d80d41d8628,0
fad23b6b884e3d257172d7040b791f14,0
32361f3638bee96d2d3aca8aa09cb64d,10
e91b0034879cc12138b80e32309315c9,10
9693cae42f260149e7d084af3acf404d,10
cb0231531b8c545e3e854ad733cd8c20,10
54f99c4cd153846e5b4ff74d116ed1dc,0
50bdb7b26fdf96f67370189cc9716b51,0
e589c4b28b880b2fe7b31b83dbbfe89f,10
e883ca6d44ca9a7cc888ceeb1b24e465,0
43c038b1734e5050acd0a9cab9853238,0
fb4c16627b42b32d519b5c69c7fc952c,0
53b9f90b36cb0433903d69001762797c,10
81a3b9cd18febe24dc0607709b358c71,10
1ce3baed3c63560714d192ad01466571,10
1c4141aaf9982bb2b1c0b570380035af,10
c17be1137d2a5331465c95e3b2d66f41,0
ec2dae6aa21cdc717827c835ed4c2c63,10
3e45906fa6cbfa2443410b36415e1c41,10
edb9cb5f6bbbd78a1df18478fcb1f878,10
ff245767ad542628e5282230c8047de6,10
7428f3e71328596e4eb49e29f9522707,10
0db8bb328c105498e3bb591a8914fc7b,10
771c5be1664ffa13a50a48c4a6c82c0d,10
17d15f0dd89606e07f1b4063d6cf08a9,10
84271cea22e36737dfbce1a85c39f44d,0
c3a2bf48b6a6210f7690b2360145736d,0
ff6632fb1b11e24ec7f678bbb83cb8e6,10
69d920f9b213b42bf4cf1cfae2608be6,10
8c9523927b88bac82ce13b4457fe3753,0
60e7bbee0fdded0ee0f3b42fda70af89,10
440d11ea5134c8d22b8578691f87c1f5,0
a445833a55991108f669a3ef82ba3aa5,10
1ac77c6b90b5cf95c425c217b830a1e6,10
efaaa9622a36b2bbdd0b63ec10c04b76,0
4018b18a0b90b09ab150914a9862c517,0
8d198923877c8739be23432291accfae,10
112f1f500b6a3a93f1b65cb6373fdf43,10
bf31b6897e9f29f001e456f31ebd2b5e,10
00cb711cf832449a092f6fb185d23ff5,0
1a94ed40c140356810f3d4799375d536,10
54b7ba8bc6b27c1efbe4be1af90f0de4,10
c6e9de257611c413fce03a238d19501d,10
e559de649a61cbfec012ae85cd7d3f3d,10
34aa78061cae7472290583bae72f9f08,10
b332c68f788c6022b82d3a8ecba4b621,0
d3d5e39ae3093170704b3c2a4fe1df37,0
57f0529231b5d298ea27ca469398c8d6,10
86b07e0bdf88ceab18eeae028b22e41a,10
75fdf35149552515f0bfc4bbf669d108,0
efa6e05b9dea5f889a104a09ce08ef5c,0
ad944311da2de5dd8445fab98ee4ca55,10
ef4dddd2015c96c0ea3e347c7300f9cd,10
73b1b867f3a5088372714f671eec4d7e,0
e5eece6ce8f0e56661316b8b0f7054a3,10
c512714ac2a9701d57be38b01aa69e61,0
fb9082af4fbff2b4e9acc383389a2b5a,0
d27f5d9a21fc10b68fcd840f31816a77,0
f4fdb82ed1107f0628f387e651b4fd2a,10
8c09e1ca290db01a178630210ca5b2e8,0
3d09e3bd32e01715be52aba28ce2d57b,0
5c290f0731d83d3ee624363863dfb4d7,10
ad083aa2160712ec47d8698ab88c21f0,10
d8f5301aeb7245f2bfd5eb9da5eb9b3e,10
600238dd57cad355ed732f3a0f67d20e,10
872ac668903a7ef1aaf28b52ab24cd8d,0
eec193c3dafc3a753ac79eac89f60f29,0
804131e707b4aa1b4ccd4564e9664ff5,0
01c4f6a51f1a756640eaa8c97302edc8,0
2052f5cc3d7b453e0c9e887c5b36f17e,10
ad5ac1b7f8aa8899c827d5cdcbb53c23,0
d884095c481ec3f772f328b4809f316d,0
cc9275881695e6ace4bb21df8176f753,0
cd5a05127a5c73251a4a14b6bb4e9239,10
a71fd1393d40a5df7a872fa2c3aa9e2d,10
ce16762ffe63f6756cded30cadcc3a3e,10
647f8e6ad6a01840a98ea693af648a4b,0
7f2dd5fe95731e21dccacca8dacc6b98,0
618dbdc48117d96c7fc023086d38f27f,0
d0039201d7220d16f66aae463965a1c2,10
58c67df6570a6a28897d08c99247cd2c,0
88c6b48feccc454b360c09c08bf5d55b,10
cd5ba0341fd850407f7ade842fc1bac4,10
8fb753126e03bc62b7f60f46099d7292,0
43bb01606bffe86234ed0f6366e72239,10
8460c6cb8aae51665b8a5e531fafcec1,10
44d68048a93e5a01dc891e24d29074f4,10
2006bec281d07bf35a9b6f24ccd7fa71,0
23e75ba9abac61e67ee9cb3c7b5d9788,10
1f787df1102e596bc3448cdf566b48a2,10
687221818d63f051e62ec8d1f2f5fc3e,10
8b1e677b447a2b9002c4e12b926570aa,0
bb29cdcb12a3c52d13df6872f31b24f3,10
3ca7238a625b3536ca2f119354bbbc94,0
087437880b8aa89471084105b5ff7e17,10
a9a5e5c851d6e3c5aac26c22d55de664,10
4358614dc6c70c8580f1f08fca9a85a8,0
1188ba3f45f9d5554ffe663873536ec0,10
8179272109dfceb00720c755b958d482,0
88f5259652599fe79af243ad708832a7,10
e752620671475417ccddbff730dff7bb,0
d96a7ebf2f1bd50e1668a37d4c77dc8f,10
9b469d67fe82b00b9b8cdae725e5a7cc,10
6ad0e3cde8f1dfd49d4da49bd6b725c0,0
d5981b7ff1603e6cf8a96663085c77a0,0
8fd1ef75cec858abec93b57714f853df,0
6e25d53c5603e81fbbacfe31f8d8d868,10
11d2eb591a2edf58a5b63947a2b666c9,10
cb87b344b477a1a8c4c30e989a3f3b80,0
7ca38d70ca9d830aaccef3e726faaff7,0
73e282ff59e354dd5244c81939c54011,10
00456898f4e535292366028c06772d3c,0
c68efbe9ab926d29356cf680d2c383b4,0
a16e938ac075c5f64143138c02b0eb40,0
c1f108a6d0da89e0ee547e05918e09e9,0
d1b2d6cfb09932ac00d9c7324eff2f03,0
70b403c39ed1ba83bbb369277635df8d,10
ae630636fe985c70da49aa124e2dd507,10
ae738c731dc8a35eb46cd1a32ebc60b0,10
41c88f92cc80439c4a5c085c9347d9c6,10
2dbf929c21a22f9467b0f69801381153,10
77b0de22776252dd65fc6fac7b2c5bca,0
6cc74bfebce0c5ce47d695742d65ad0e,10
1fead6478d495ebbfd2a9c5e605d05d3,0
42b84ad4de61dc37c40e720d71685653,10
325dc968367a730418f8605128284e68,10
a9fc19e35ee0c9af0cca4fd1e1891a11,10
655ec6423efc35e8014dad1d30a3cdc6,0
65d36b74074153b7a86d86c389250798,10
c954c56acc55f53fc34e9239f1f6f423,10
f86a9d39b6456d4e3533299294a88485,0
45be1f5e9ef98d7ba68577401ea7dbba,10
905a2c1194ccd6b14da155e7c124b97d,10
6e7f6ef50dfadb0e9cb2612d6bf32aa6,0
df1eaf8b5377a76a19aee30ac1608d29,10
020a8031a5c7d2d27d95ac0d470ad54b,10
4b1d7f80089b5a2a69612cff0ea9f27e,10
c76610324fd50fa9500830cdac5eb5a2,10
