session_code,participant_code,app_name,page_name,page_index,page_submission,time_spent,completion_time
t2ciiflg,a437aind,Baillon,Baillon_Decision,10,1630582238,7,750
t2ciiflg,a437aind,Baillon,Baillon_Decision,11,1630582244,6,750
t2ciiflg,a437aind,Baillon,Baillon_Decision,12,1630582253,9,750
t2ciiflg,a437aind,Baillon,Baillon_Decision,13,1630582268,15,750
t2ciiflg,a437aind,Baillon,Baillon_Decision,14,1630582275,7,750
t2ciiflg,a437aind,Outro,Outro_Risk,15,1630582321,46,750
t2ciiflg,a437aind,Outro,Domain_Questions_1,16,1630582361,40,750
t2ciiflg,a437aind,Outro,Domain_Questions_2,17,1630582383,22,750
t2ciiflg,qyi19xga,Intro,Intro_Welcome,1,1630582399,478,3094
t2ciiflg,a437aind,Outro,Demographic_Questions,18,1630582438,55,750
t2ciiflg,a437aind,Outro,CLICCS_Questions,19,1630582488,50,750
t2ciiflg,a0j9jcsg,,InitializeParticipant,0,1630582563,NA,1224
t2ciiflg,a0j9jcsg,Intro,Intro_Welcome,1,1630582586,23,1224
t2ciiflg,a0j9jcsg,Intro,Intro_Instructions,2,1630583001,415,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,3,1630583144,143,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,4,1630583171,27,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,5,1630583219,48,1224
t2ciiflg,9rbskc87,,InitializeParticipant,0,1630583221,NA,743
t2ciiflg,9rbskc87,Intro,Intro_Welcome,1,1630583230,9,743
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,6,1630583242,23,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,7,1630583269,27,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,8,1630583282,13,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,9,1630583339,57,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,10,1630583368,29,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,11,1630583395,27,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,12,1630583418,23,1224
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,13,1630583444,26,1224
t2ciiflg,9rbskc87,Intro,Intro_Instructions,2,1630583444,214,743
t2ciiflg,a0j9jcsg,Baillon,Baillon_Decision,14,1630583458,14,1224
t2ciiflg,a0j9jcsg,Outro,Outro_Risk,15,1630583490,32,1224
t2ciiflg,a0j9jcsg,Outro,Domain_Questions_1,16,1630583528,38,1224
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,3,1630583534,90,743
t2ciiflg,a0j9jcsg,Outro,Domain_Questions_2,17,1630583551,23,1224
t2ciiflg,piotz3n7,,InitializeParticipant,0,1630583568,NA,631
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,4,1630583572,38,743
t2ciiflg,piotz3n7,Intro,Intro_Welcome,1,1630583584,16,631
t2ciiflg,a0j9jcsg,Outro,Demographic_Questions,18,1630583587,36,1224
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,5,1630583592,20,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,6,1630583619,27,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,7,1630583638,19,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,8,1630583651,13,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,9,1630583711,60,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,10,1630583727,16,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,11,1630583737,10,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,12,1630583751,14,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,13,1630583761,10,743
t2ciiflg,9rbskc87,Baillon,Baillon_Decision,14,1630583775,14,743
t2ciiflg,a0j9jcsg,Outro,CLICCS_Questions,19,1630583787,200,1224
t2ciiflg,9rbskc87,Outro,Outro_Risk,15,1630583793,18,743
t2ciiflg,9rbskc87,Outro,Domain_Questions_1,16,1630583819,26,743
t2ciiflg,qyi19xga,Intro,Intro_Instructions,2,1630583820,1421,3094
t2ciiflg,piotz3n7,Intro,Intro_Instructions,2,1630583854,270,631
t2ciiflg,9rbskc87,Outro,Domain_Questions_2,17,1630583860,41,743
t2ciiflg,9rbskc87,Outro,Demographic_Questions,18,1630583892,32,743
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,3,1630583896,42,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,4,1630583937,41,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,5,1630583956,19,631
t2ciiflg,9rbskc87,Outro,CLICCS_Questions,19,1630583964,72,743
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,6,1630583976,20,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,7,1630583990,14,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,8,1630584003,13,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,9,1630584031,28,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,10,1630584039,8,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,11,1630584049,10,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,12,1630584059,10,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,13,1630584069,10,631
t2ciiflg,piotz3n7,Baillon,Baillon_Decision,14,1630584078,9,631
t2ciiflg,piotz3n7,Outro,Outro_Risk,15,1630584098,20,631
t2ciiflg,piotz3n7,Outro,Domain_Questions_1,16,1630584116,18,631
t2ciiflg,piotz3n7,Outro,Domain_Questions_2,17,1630584131,15,631
t2ciiflg,piotz3n7,Outro,Demographic_Questions,18,1630584156,25,631
t2ciiflg,piotz3n7,Outro,CLICCS_Questions,19,1630584199,43,631
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,3,1630584361,541,3094
t2ciiflg,s16r77vx,,InitializeParticipant,0,1630584506,NA,1695
t2ciiflg,s16r77vx,Intro,Intro_Welcome,1,1630584537,31,1695
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,4,1630584574,213,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,5,1630584580,6,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,6,1630584598,18,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,7,1630584603,5,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,8,1630584609,6,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,9,1630584618,9,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,10,1630584631,13,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,11,1630584636,5,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,12,1630584643,7,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,13,1630584787,144,3094
t2ciiflg,qyi19xga,Baillon,Baillon_Decision,14,1630584831,44,3094
t2ciiflg,qyi19xga,Outro,Outro_Risk,15,1630584853,22,3094
t2ciiflg,qyi19xga,Outro,Domain_Questions_1,16,1630584954,101,3094
t2ciiflg,qyi19xga,Outro,Domain_Questions_2,17,1630584965,11,3094
t2ciiflg,qyi19xga,Outro,Demographic_Questions,18,1630584981,16,3094
t2ciiflg,qyi19xga,Outro,CLICCS_Questions,19,1630585015,34,3094
t2ciiflg,s16r77vx,Intro,Intro_Instructions,2,1630585257,720,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,3,1630585361,104,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,4,1630585443,82,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,5,1630585509,66,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,6,1630585543,34,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,7,1630585577,34,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,8,1630585607,30,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,9,1630585720,113,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,10,1630585745,25,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,11,1630585758,13,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,12,1630585783,25,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,13,1630585810,27,1695
t2ciiflg,s16r77vx,Baillon,Baillon_Decision,14,1630585840,30,1695
t2ciiflg,s16r77vx,Outro,Outro_Risk,15,1630585881,41,1695
t2ciiflg,s16r77vx,Outro,Domain_Questions_1,16,1630585933,52,1695
t2ciiflg,s16r77vx,Outro,Domain_Questions_2,17,1630585977,44,1695
t2ciiflg,kvawf4g1,,InitializeParticipant,0,1630586066,NA,874
t2ciiflg,kvawf4g1,Intro,Intro_Welcome,1,1630586090,24,874
t2ciiflg,s16r77vx,Outro,Demographic_Questions,18,1630586135,158,1695
t2ciiflg,s16r77vx,Outro,CLICCS_Questions,19,1630586201,66,1695
t2ciiflg,30r4ewyt,,InitializeParticipant,0,1630586330,NA,708
t2ciiflg,30r4ewyt,Intro,Intro_Welcome,1,1630586340,10,708
t2ciiflg,kvawf4g1,Intro,Intro_Instructions,2,1630586460,370,874
t2ciiflg,30r4ewyt,Intro,Intro_Instructions,2,1630586483,143,708
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,3,1630586522,62,874
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,4,1630586556,34,874
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,5,1630586573,17,874
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,6,1630586588,15,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,3,1630586598,115,708
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,7,1630586610,22,874
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,8,1630586635,25,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,4,1630586644,46,708
t2ciiflg,l4gcapmv,,InitializeParticipant,0,1630586688,NA,946
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,5,1630586689,45,708
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,9,1630586703,68,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,6,1630586709,20,708
t2ciiflg,l4gcapmv,Intro,Intro_Welcome,1,1630586711,23,946
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,10,1630586718,15,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,7,1630586727,18,708
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,11,1630586737,19,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,8,1630586748,21,708
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,12,1630586753,16,874
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,13,1630586768,15,874
t2ciiflg,kvawf4g1,Baillon,Baillon_Decision,14,1630586789,21,874
t2ciiflg,9hhgc9nw,,InitializeParticipant,0,1630586791,NA,873
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,9,1630586803,55,708
t2ciiflg,kvawf4g1,Outro,Outro_Risk,15,1630586812,23,874
t2ciiflg,9hhgc9nw,Intro,Intro_Welcome,1,1630586812,21,873
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,10,1630586818,15,708
t2ciiflg,kvawf4g1,Outro,Domain_Questions_1,16,1630586829,17,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,11,1630586834,16,708
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,12,1630586849,15,708
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,13,1630586865,16,708
t2ciiflg,kvawf4g1,Outro,Domain_Questions_2,17,1630586868,39,874
t2ciiflg,30r4ewyt,Baillon,Baillon_Decision,14,1630586889,24,708
t2ciiflg,kvawf4g1,Outro,Demographic_Questions,18,1630586901,33,874
t2ciiflg,30r4ewyt,Outro,Outro_Risk,15,1630586918,29,708
t2ciiflg,kvawf4g1,Outro,CLICCS_Questions,19,1630586940,39,874
t2ciiflg,30r4ewyt,Outro,Domain_Questions_1,16,1630586946,28,708
t2ciiflg,30r4ewyt,Outro,Domain_Questions_2,17,1630586969,23,708
t2ciiflg,30r4ewyt,Outro,Demographic_Questions,18,1630587016,47,708
t2ciiflg,30r4ewyt,Outro,CLICCS_Questions,19,1630587038,22,708
t2ciiflg,9hhgc9nw,Intro,Intro_Instructions,2,1630587230,418,873
t2ciiflg,l4gcapmv,Intro,Intro_Instructions,2,1630587232,521,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,3,1630587296,66,873
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,3,1630587308,76,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,4,1630587324,28,873
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,4,1630587331,23,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,5,1630587338,14,873
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,5,1630587342,11,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,6,1630587353,11,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,7,1630587368,15,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,6,1630587371,33,873
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,8,1630587379,11,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,7,1630587381,10,873
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,8,1630587392,11,873
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,9,1630587402,23,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,10,1630587411,9,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,11,1630587420,9,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,12,1630587429,9,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,13,1630587439,10,946
t2ciiflg,l4gcapmv,Baillon,Baillon_Decision,14,1630587451,12,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,9,1630587460,68,873
t2ciiflg,l4gcapmv,Outro,Outro_Risk,15,1630587470,19,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,10,1630587475,15,873
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,11,1630587497,22,873
t2ciiflg,l4gcapmv,Outro,Domain_Questions_1,16,1630587503,33,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,12,1630587516,19,873
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,13,1630587527,11,873
t2ciiflg,l4gcapmv,Outro,Domain_Questions_2,17,1630587534,31,946
t2ciiflg,9hhgc9nw,Baillon,Baillon_Decision,14,1630587538,11,873
t2ciiflg,9hhgc9nw,Outro,Outro_Risk,15,1630587556,18,873
t2ciiflg,l4gcapmv,Outro,Demographic_Questions,18,1630587573,39,946
t2ciiflg,9hhgc9nw,Outro,Domain_Questions_1,16,1630587577,21,873
t2ciiflg,9hhgc9nw,Outro,Domain_Questions_2,17,1630587589,12,873
t2ciiflg,9hhgc9nw,Outro,Demographic_Questions,18,1630587613,24,873
t2ciiflg,l4gcapmv,Outro,CLICCS_Questions,19,1630587634,61,946
t2ciiflg,9hhgc9nw,Outro,CLICCS_Questions,19,1630587664,51,873
t2ciiflg,yqa8nxn6,,InitializeParticipant,0,1630590137,NA,1263
t2ciiflg,yqa8nxn6,Intro,Intro_Welcome,1,1630590154,17,1263
t2ciiflg,yqa8nxn6,Intro,Intro_Instructions,2,1630590627,473,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,3,1630590730,103,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,4,1630590818,88,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,5,1630590871,53,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,6,1630590888,17,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,7,1630590905,17,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,8,1630590935,30,1263
t2ciiflg,eebeernq,,InitializeParticipant,0,1630590936,NA,960
t2ciiflg,eebeernq,Intro,Intro_Welcome,1,1630590950,14,960
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,9,1630591046,111,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,10,1630591065,19,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,11,1630591110,45,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,12,1630591122,12,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,13,1630591133,11,1263
t2ciiflg,yqa8nxn6,Baillon,Baillon_Decision,14,1630591144,11,1263
t2ciiflg,yqa8nxn6,Outro,Outro_Risk,15,1630591180,36,1263
t2ciiflg,yqa8nxn6,Outro,Domain_Questions_1,16,1630591205,25,1263
t2ciiflg,yqa8nxn6,Outro,Domain_Questions_2,17,1630591228,23,1263
t2ciiflg,dz615t4u,,InitializeParticipant,0,1630591244,NA,818
t2ciiflg,dz615t4u,Intro,Intro_Welcome,1,1630591265,21,818
t2ciiflg,yqa8nxn6,Outro,Demographic_Questions,18,1630591281,53,1263
t2ciiflg,yqa8nxn6,Outro,CLICCS_Questions,19,1630591400,119,1263
t2ciiflg,eebeernq,Intro,Intro_Instructions,2,1630591405,455,960
t2ciiflg,0qhfj25l,,InitializeParticipant,0,1630591410,NA,1548
t2ciiflg,0qhfj25l,Intro,Intro_Welcome,1,1630591437,27,1548
t2ciiflg,eebeernq,Baillon,Baillon_Decision,3,1630591459,54,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,4,1630591525,66,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,5,1630591555,30,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,6,1630591566,11,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,7,1630591577,11,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,8,1630591594,17,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,9,1630591648,54,960
t2ciiflg,dz615t4u,Intro,Intro_Instructions,2,1630591650,385,818
t2ciiflg,eebeernq,Baillon,Baillon_Decision,10,1630591675,27,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,11,1630591689,14,960
t2ciiflg,eebeernq,Baillon,Baillon_Decision,12,1630591714,25,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,3,1630591719,69,818
t2ciiflg,eebeernq,Baillon,Baillon_Decision,13,1630591730,16,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,4,1630591748,29,818
t2ciiflg,eebeernq,Baillon,Baillon_Decision,14,1630591758,28,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,5,1630591759,11,818
t2ciiflg,eebeernq,Outro,Outro_Risk,15,1630591772,14,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,6,1630591788,29,818
t2ciiflg,eebeernq,Outro,Domain_Questions_1,16,1630591790,18,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,7,1630591800,12,818
t2ciiflg,eebeernq,Outro,Domain_Questions_2,17,1630591805,15,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,8,1630591814,14,818
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,9,1630591854,40,818
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,10,1630591863,9,818
t2ciiflg,eebeernq,Outro,Demographic_Questions,18,1630591864,59,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,11,1630591869,6,818
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,12,1630591878,9,818
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,13,1630591894,16,818
t2ciiflg,eebeernq,Outro,CLICCS_Questions,19,1630591896,32,960
t2ciiflg,dz615t4u,Baillon,Baillon_Decision,14,1630591901,7,818
t2ciiflg,dz615t4u,Outro,Outro_Risk,15,1630591927,26,818
t2ciiflg,dz615t4u,Outro,Domain_Questions_1,16,1630591945,18,818
t2ciiflg,dz615t4u,Outro,Domain_Questions_2,17,1630591961,16,818
t2ciiflg,maf3445t,,InitializeParticipant,0,1630591978,NA,2753
t2ciiflg,dz615t4u,Outro,Demographic_Questions,18,1630591985,24,818
t2ciiflg,maf3445t,Intro,Intro_Welcome,1,1630592009,31,2753
t2ciiflg,dz615t4u,Outro,CLICCS_Questions,19,1630592062,77,818
t2ciiflg,0qhfj25l,Intro,Intro_Instructions,2,1630592138,701,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,3,1630592263,125,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,4,1630592284,21,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,5,1630592300,16,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,6,1630592326,26,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,7,1630592341,15,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,8,1630592364,23,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,9,1630592496,132,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,10,1630592540,44,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,11,1630592578,38,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,12,1630592595,17,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,13,1630592613,18,1548
t2ciiflg,0qhfj25l,Baillon,Baillon_Decision,14,1630592631,18,1548
t2ciiflg,0qhfj25l,Outro,Outro_Risk,15,1630592660,29,1548
t2ciiflg,0qhfj25l,Outro,Domain_Questions_1,16,1630592728,68,1548
t2ciiflg,0qhfj25l,Outro,Domain_Questions_2,17,1630592778,50,1548
t2ciiflg,0qhfj25l,Outro,Demographic_Questions,18,1630592815,37,1548
t2ciiflg,9cgu57n5,,InitializeParticipant,0,1630592821,NA,2718
t2ciiflg,9cgu57n5,Intro,Intro_Welcome,1,1630592839,18,2718
t2ciiflg,pqprgi8m,,InitializeParticipant,0,1630592950,NA,1041
t2ciiflg,0qhfj25l,Outro,CLICCS_Questions,19,1630592958,143,1548
t2ciiflg,pqprgi8m,Intro,Intro_Welcome,1,1630592970,20,1041
t2ciiflg,ch340zom,,InitializeParticipant,0,1630593070,NA,874
t2ciiflg,ch340zom,Intro,Intro_Welcome,1,1630593090,20,874
t2ciiflg,jl9jlpvk,,InitializeParticipant,0,1630593240,NA,1716
t2ciiflg,jl9jlpvk,Intro,Intro_Welcome,1,1630593256,16,1716
t2ciiflg,maf3445t,Intro,Intro_Instructions,2,1630593314,1305,2753
t2ciiflg,pqprgi8m,Intro,Intro_Instructions,2,1630593443,473,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,3,1630593504,61,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,4,1630593541,37,1041
t2ciiflg,ch340zom,Intro,Intro_Instructions,2,1630593558,468,874
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,5,1630593573,32,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,6,1630593588,15,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,7,1630593612,24,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,8,1630593638,26,1041
t2ciiflg,ch340zom,Baillon,Baillon_Decision,3,1630593639,81,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,4,1630593649,10,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,5,1630593660,11,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,6,1630593674,14,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,7,1630593681,7,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,8,1630593690,9,874
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,9,1630593712,74,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,10,1630593727,15,1041
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,11,1630593741,14,1041
t2ciiflg,ch340zom,Baillon,Baillon_Decision,9,1630593746,56,874
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,12,1630593752,11,1041
t2ciiflg,ch340zom,Baillon,Baillon_Decision,10,1630593754,8,874
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,13,1630593762,10,1041
t2ciiflg,ch340zom,Baillon,Baillon_Decision,11,1630593764,10,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,12,1630593771,7,874
t2ciiflg,pqprgi8m,Baillon,Baillon_Decision,14,1630593779,17,1041
t2ciiflg,ch340zom,Baillon,Baillon_Decision,13,1630593781,10,874
t2ciiflg,ch340zom,Baillon,Baillon_Decision,14,1630593787,6,874
t2ciiflg,pqprgi8m,Outro,Outro_Risk,15,1630593810,31,1041
t2ciiflg,ch340zom,Outro,Outro_Risk,15,1630593815,28,874
t2ciiflg,ctmna1o6,,InitializeParticipant,0,1630593825,NA,2462
t2ciiflg,pqprgi8m,Outro,Domain_Questions_1,16,1630593838,28,1041
t2ciiflg,ch340zom,Outro,Domain_Questions_1,16,1630593846,31,874
t2ciiflg,ctmna1o6,Intro,Intro_Welcome,1,1630593860,35,2462
